Experiment,Model×Hyperparameter,Subject,N_Folds,Mean_Accuracy,Median_Accuracy,Min_Accuracy,Max_Accuracy,Std_Dev,N_Correctly_Classified,Pct_Correctly_Classified,Fold_Accuracies,Fold_IDs
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-33,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-35,1,0.5973,0.5973,0.5973,0.5973,0.0000,1,100.00,0.5973,sub-35_sub-50
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-36,1,0.5601,0.5601,0.5601,0.5601,0.0000,1,100.00,0.5601,sub-36_sub-44
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-37,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-38,1,0.7278,0.7278,0.7278,0.7278,0.0000,1,100.00,0.7278,sub-5_sub-38
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-39,1,0.6485,0.6485,0.6485,0.6485,0.0000,1,100.00,0.6485,sub-2_sub-39
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-4,1,0.7830,0.7830,0.7830,0.7830,0.0000,1,100.00,0.7830,sub-4_sub-44
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-40,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-41,1,0.6978,0.6978,0.6978,0.6978,0.0000,1,100.00,0.6978,sub-15_sub-41
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-42,1,0.7657,0.7657,0.7657,0.7657,0.0000,1,100.00,0.7657,sub-16_sub-42
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-43,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-44,2,0.6716,0.6716,0.5601,0.7830,0.1576,2,100.00,0.5601;0.7830,sub-36_sub-44;sub-4_sub-44
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-45,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-47,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-48,1,0.8366,0.8366,0.8366,0.8366,0.0000,1,100.00,0.8366,sub-24_sub-48
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-49,1,0.7955,0.7955,0.7955,0.7955,0.0000,1,100.00,0.7955,sub-7_sub-49
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-5,1,0.7278,0.7278,0.7278,0.7278,0.0000,1,100.00,0.7278,sub-5_sub-38
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-50,1,0.5973,0.5973,0.5973,0.5973,0.0000,1,100.00,0.5973,sub-35_sub-50
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-51,1,0.6217,0.6217,0.6217,0.6217,0.0000,1,100.00,0.6217,sub-15_sub-51
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-54,2,0.7106,0.7106,0.6686,0.7527,0.0595,2,100.00,0.6686;0.7527,sub-2_sub-54;sub-11_sub-54
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-55,1,0.9089,0.9089,0.9089,0.9089,0.0000,1,100.00,0.9089,sub-24_sub-55
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-56,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-57,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-58,1,0.7951,0.7951,0.7951,0.7951,0.0000,1,100.00,0.7951,sub-7_sub-58
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-59,2,0.5196,0.5196,0.4642,0.5749,0.0782,1,50.00,0.4642;0.5749,sub-11_sub-59;sub-18_sub-59
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-6,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-60,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-61,1,0.5789,0.5789,0.5789,0.5789,0.0000,1,100.00,0.5789,sub-1_sub-61
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-62,2,0.8745,0.8745,0.8493,0.8997,0.0357,2,100.00,0.8493;0.8997,sub-18_sub-62;sub-17_sub-62
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-63,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-64,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-65,1,0.6720,0.6720,0.6720,0.6720,0.0000,1,100.00,0.6720,sub-1_sub-65
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-7,2,0.7953,0.7953,0.7951,0.7955,0.0003,2,100.00,0.7951;0.7955,sub-7_sub-58;sub-7_sub-49
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-8,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-9,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-1,1,0.4804,0.4804,0.4804,0.4804,0.0000,0,0.00,0.4804,sub-1_sub-61
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-10,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-11,1,0.5358,0.5358,0.5358,0.5358,0.0000,1,100.00,0.5358,sub-11_sub-59
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-13,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-14,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-15,1,0.7637,0.7637,0.7637,0.7637,0.0000,1,100.00,0.7637,sub-15_sub-41
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-16,1,0.9608,0.9608,0.9608,0.9608,0.0000,1,100.00,0.9608,sub-16_sub-42
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-17,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-18,1,0.8389,0.8389,0.8389,0.8389,0.0000,1,100.00,0.8389,sub-18_sub-62
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-19,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-2,1,0.7730,0.7730,0.7730,0.7730,0.0000,1,100.00,0.7730,sub-2_sub-54
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-20,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-21,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-22,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-23,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-24,1,0.9205,0.9205,0.9205,0.9205,0.0000,1,100.00,0.9205,sub-24_sub-55
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-25,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-26,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-27,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-28,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-29,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-3,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-30,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-32,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-33,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-35,1,0.5205,0.5205,0.5205,0.5205,0.0000,1,100.00,0.5205,sub-35_sub-50
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-36,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-37,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-38,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-39,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-4,1,0.7705,0.7705,0.7705,0.7705,0.0000,1,100.00,0.7705,sub-4_sub-44
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-40,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-41,1,0.7637,0.7637,0.7637,0.7637,0.0000,1,100.00,0.7637,sub-15_sub-41
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-42,1,0.9608,0.9608,0.9608,0.9608,0.0000,1,100.00,0.9608,sub-16_sub-42
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-43,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-44,1,0.7705,0.7705,0.7705,0.7705,0.0000,1,100.00,0.7705,sub-4_sub-44
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-45,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-47,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-48,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-49,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-5,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-50,1,0.5205,0.5205,0.5205,0.5205,0.0000,1,100.00,0.5205,sub-35_sub-50
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-51,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-54,1,0.7730,0.7730,0.7730,0.7730,0.0000,1,100.00,0.7730,sub-2_sub-54
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-55,1,0.9205,0.9205,0.9205,0.9205,0.0000,1,100.00,0.9205,sub-24_sub-55
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-56,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-57,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-58,1,0.7793,0.7793,0.7793,0.7793,0.0000,1,100.00,0.7793,sub-7_sub-58
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-59,1,0.5358,0.5358,0.5358,0.5358,0.0000,1,100.00,0.5358,sub-11_sub-59
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-6,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-60,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-61,1,0.4804,0.4804,0.4804,0.4804,0.0000,0,0.00,0.4804,sub-1_sub-61
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-62,1,0.8389,0.8389,0.8389,0.8389,0.0000,1,100.00,0.8389,sub-18_sub-62
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-63,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-64,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-65,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-7,1,0.7793,0.7793,0.7793,0.7793,0.0000,1,100.00,0.7793,sub-7_sub-58
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-8,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-9,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-1,1,0.7581,0.7581,0.7581,0.7581,0.0000,1,100.00,0.7581,sub-1_sub-65
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-10,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-11,1,0.9246,0.9246,0.9246,0.9246,0.0000,1,100.00,0.9246,sub-11_sub-54
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-13,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-14,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-15,1,0.6026,0.6026,0.6026,0.6026,0.0000,1,100.00,0.6026,sub-15_sub-51
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-16,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-17,1,0.7748,0.7748,0.7748,0.7748,0.0000,1,100.00,0.7748,sub-17_sub-62
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-18,1,0.4667,0.4667,0.4667,0.4667,0.0000,0,0.00,0.4667,sub-18_sub-59
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-19,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-2,1,0.6292,0.6292,0.6292,0.6292,0.0000,1,100.00,0.6292,sub-2_sub-39
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-20,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-21,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-22,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-23,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-24,1,0.8443,0.8443,0.8443,0.8443,0.0000,1,100.00,0.8443,sub-24_sub-48
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-25,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-26,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-27,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-28,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-29,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-3,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-30,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-32,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-33,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-35,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-36,1,0.7199,0.7199,0.7199,0.7199,0.0000,1,100.00,0.7199,sub-36_sub-44
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-37,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-38,1,0.5902,0.5902,0.5902,0.5902,0.0000,1,100.00,0.5902,sub-5_sub-38
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-39,1,0.6292,0.6292,0.6292,0.6292,0.0000,1,100.00,0.6292,sub-2_sub-39
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-4,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-40,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-41,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-42,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-43,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-44,1,0.7199,0.7199,0.7199,0.7199,0.0000,1,100.00,0.7199,sub-36_sub-44
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-45,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-47,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[150, 50])",sub-48,1,0.8443,0.8443,0.8443,0.8443,0.0000,1,100.00,0.8443,sub-24_sub-48
