Experiment,Model×Hyperparameter,Subject,N_Folds,Mean_Accuracy,Median_Accuracy,Min_Accuracy,Max_Accuracy,Std_Dev,N_Correctly_Classified,Pct_Correctly_Classified,Fold_Accuracies,Fold_IDs
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-41,3,0.6731,0.6766,0.6525,0.6903,0.0191,3,100.00,0.6903;0.6525;0.6766,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-42,2,0.6208,0.6208,0.5513,0.6903,0.0983,2,100.00,0.6903;0.5513,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-43,1,0.6555,0.6555,0.6555,0.6555,0.0000,1,100.00,0.6555,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-44,5,0.6480,0.6524,0.6241,0.6780,0.0208,5,100.00,0.6780;0.6524;0.6525;0.6331;0.6241,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-8_sub-29_sub-34_sub-39_sub-44_sub-47;sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-45,2,0.5922,0.5922,0.5513,0.6331,0.0578,2,100.00,0.5513;0.6331,sub-9_sub-31_sub-36_sub-42_sub-45_sub-53;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-47,2,0.6737,0.6737,0.6524,0.6951,0.0302,2,100.00,0.6951;0.6524,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-8_sub-29_sub-34_sub-39_sub-44_sub-47
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-48,2,0.6626,0.6626,0.6251,0.7001,0.0530,2,100.00,0.7001;0.6251,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58;sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-49,1,0.6455,0.6455,0.6455,0.6455,0.0000,1,100.00,0.6455,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-5,3,0.6462,0.6455,0.6331,0.6599,0.0134,3,100.00,0.6455;0.6599;0.6331,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56;sub-5_sub-29_sub-36_sub-38_sub-40_sub-57;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-50,2,0.6536,0.6536,0.6303,0.6770,0.0330,2,100.00,0.6303;0.6770,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-51,2,0.6505,0.6505,0.6455,0.6555,0.0071,2,100.00,0.6455;0.6555,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-53,1,0.5513,0.5513,0.5513,0.5513,0.0000,1,100.00,0.5513,sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-54,1,0.6555,0.6555,0.6555,0.6555,0.0000,1,100.00,0.6555,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-55,3,0.6617,0.6770,0.6303,0.6780,0.0273,3,100.00,0.6780;0.6303;0.6770,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-56,1,0.6455,0.6455,0.6455,0.6455,0.0000,1,100.00,0.6455,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-57,4,0.6863,0.6927,0.6599,0.7001,0.0181,4,100.00,0.6903;0.6951;0.7001;0.6599,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-13_sub-20_sub-26_sub-48_sub-57_sub-58;sub-5_sub-29_sub-36_sub-38_sub-40_sub-57
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-58,2,0.6666,0.6666,0.6331,0.7001,0.0474,2,100.00,0.7001;0.6331,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-59,1,0.6589,0.6589,0.6589,0.6589,0.0000,1,100.00,0.6589,sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-6,3,0.6482,0.6303,0.6241,0.6903,0.0366,3,100.00,0.6903;0.6303;0.6241,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-60,4,0.6662,0.6678,0.6525,0.6770,0.0125,4,100.00,0.6525;0.6766;0.6770;0.6589,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60;sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-61,2,0.6596,0.6596,0.6241,0.6951,0.0502,2,100.00,0.6951;0.6241,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-62,1,0.6589,0.6589,0.6589,0.6589,0.0000,1,100.00,0.6589,sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-63,1,0.6251,0.6251,0.6251,0.6251,0.0000,1,100.00,0.6251,sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-64,1,0.6241,0.6241,0.6241,0.6241,0.0000,1,100.00,0.6241,sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-65,3,0.6599,0.6766,0.6251,0.6780,0.0302,3,100.00,0.6780;0.6766;0.6251,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65;sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-7,2,0.6429,0.6429,0.6303,0.6555,0.0179,2,100.00,0.6303;0.6555,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-8,4,0.6657,0.6713,0.6251,0.6951,0.0331,4,100.00,0.6903;0.6951;0.6524;0.6251,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-8_sub-29_sub-34_sub-39_sub-44_sub-47;sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-9,1,0.5513,0.5513,0.5513,0.5513,0.0000,1,100.00,0.5513,sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-1,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-10,1,0.5112,0.5112,0.5112,0.5112,0.0000,1,100.00,0.5112,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-11,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-12,1,0.6456,0.6456,0.6456,0.6456,0.0000,1,100.00,0.6456,sub-9_sub-12_sub-28_sub-44_sub-45_sub-51
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-13,2,0.7309,0.7309,0.6953,0.7665,0.0503,2,100.00,0.7665;0.6953,sub-5_sub-13_sub-24_sub-38_sub-44_sub-58;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-14,1,0.7745,0.7745,0.7745,0.7745,0.0000,1,100.00,0.7745,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-15,4,0.6540,0.6674,0.5757,0.7058,0.0554,4,100.00,0.6643;0.7058;0.6704;0.5757,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-3_sub-15_sub-21_sub-39_sub-45_sub-49;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-16,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-17,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-18,1,0.7365,0.7365,0.7365,0.7365,0.0000,1,100.00,0.7365,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-19,2,0.6790,0.6790,0.6643,0.6938,0.0209,2,100.00,0.6643;0.6938,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-2,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-20,1,0.6953,0.6953,0.6953,0.6953,0.0000,1,100.00,0.6953,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-21,2,0.6231,0.6231,0.5757,0.6704,0.0670,2,100.00,0.6704;0.5757,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-22,1,0.7745,0.7745,0.7745,0.7745,0.0000,1,100.00,0.7745,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-23,1,0.7574,0.7574,0.7574,0.7574,0.0000,1,100.00,0.7574,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-24,2,0.7515,0.7515,0.7365,0.7665,0.0212,2,100.00,0.7365;0.7665,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48;sub-5_sub-13_sub-24_sub-38_sub-44_sub-58
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-25,1,0.5780,0.5780,0.5780,0.5780,0.0000,1,100.00,0.5780,sub-6_sub-8_sub-25_sub-46_sub-54_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-26,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-27,1,0.7574,0.7574,0.7574,0.7574,0.0000,1,100.00,0.7574,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-28,3,0.6989,0.6938,0.6456,0.7574,0.0561,3,100.00,0.7574;0.6456;0.6938,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-9_sub-12_sub-28_sub-44_sub-45_sub-51;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-29,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-3,1,0.6704,0.6704,0.6704,0.6704,0.0000,1,100.00,0.6704,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-30,1,0.7365,0.7365,0.7365,0.7365,0.0000,1,100.00,0.7365,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-32,2,0.5698,0.5698,0.5112,0.6284,0.0829,2,100.00,0.5112;0.6284,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-5_sub-6_sub-32_sub-41_sub-54_sub-61
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-33,1,0.6953,0.6953,0.6953,0.6953,0.0000,1,100.00,0.6953,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-35,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-36,2,0.5434,0.5434,0.5112,0.5757,0.0456,2,100.00,0.5112;0.5757,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-37,1,0.6938,0.6938,0.6938,0.6938,0.0000,1,100.00,0.6938,sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-38,4,0.6398,0.6407,0.5112,0.7665,0.1170,4,100.00,0.5112;0.7058;0.7665;0.5757,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-5_sub-13_sub-24_sub-38_sub-44_sub-58;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-39,3,0.7169,0.7058,0.6704,0.7745,0.0529,3,100.00,0.7745;0.7058;0.6704,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-3_sub-15_sub-21_sub-39_sub-45_sub-49
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-4,1,0.7058,0.7058,0.7058,0.7058,0.0000,1,100.00,0.7058,sub-4_sub-5_sub-15_sub-38_sub-39_sub-65
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-40,2,0.7194,0.7194,0.6643,0.7745,0.0780,2,100.00,0.6643;0.7745,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-7_sub-14_sub-22_sub-39_sub-40_sub-49
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-41,2,0.6619,0.6619,0.6284,0.6953,0.0473,2,100.00,0.6284;0.6953,sub-5_sub-6_sub-32_sub-41_sub-54_sub-61;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-42,2,0.7152,0.7152,0.6938,0.7365,0.0302,2,100.00,0.7365;0.6938,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-43,2,0.6238,0.6238,0.5112,0.7365,0.1593,2,100.00,0.5112;0.7365,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-44,2,0.7060,0.7060,0.6456,0.7665,0.0855,2,100.00,0.6456;0.7665,sub-9_sub-12_sub-28_sub-44_sub-45_sub-51;sub-5_sub-13_sub-24_sub-38_sub-44_sub-58
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-45,2,0.6580,0.6580,0.6456,0.6704,0.0176,2,100.00,0.6456;0.6704,sub-9_sub-12_sub-28_sub-44_sub-45_sub-51;sub-3_sub-15_sub-21_sub-39_sub-45_sub-49
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-46,2,0.5446,0.5446,0.5112,0.5780,0.0472,2,100.00,0.5112;0.5780,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-6_sub-8_sub-25_sub-46_sub-54_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-47,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-48,2,0.7159,0.7159,0.6953,0.7365,0.0291,2,100.00,0.7365;0.6953,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-49,3,0.7031,0.6704,0.6643,0.7745,0.0620,3,100.00,0.6643;0.7745;0.6704,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-7_sub-14_sub-22_sub-39_sub-40_sub-49;sub-3_sub-15_sub-21_sub-39_sub-45_sub-49
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-5,3,0.7002,0.7058,0.6284,0.7665,0.0692,3,100.00,0.6284;0.7058;0.7665,sub-5_sub-6_sub-32_sub-41_sub-54_sub-61;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-5_sub-13_sub-24_sub-38_sub-44_sub-58
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-50,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-51,3,0.6989,0.6938,0.6456,0.7574,0.0561,3,100.00,0.7574;0.6456;0.6938,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-9_sub-12_sub-28_sub-44_sub-45_sub-51;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-54,2,0.6032,0.6032,0.5780,0.6284,0.0356,2,100.00,0.6284;0.5780,sub-5_sub-6_sub-32_sub-41_sub-54_sub-61;sub-6_sub-8_sub-25_sub-46_sub-54_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-55,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-56,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-57,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-58,1,0.7665,0.7665,0.7665,0.7665,0.0000,1,100.00,0.7665,sub-5_sub-13_sub-24_sub-38_sub-44_sub-58
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-59,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-6,3,0.6235,0.6284,0.5780,0.6643,0.0433,3,100.00,0.6643;0.6284;0.5780,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-5_sub-6_sub-32_sub-41_sub-54_sub-61;sub-6_sub-8_sub-25_sub-46_sub-54_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-60,1,0.7574,0.7574,0.7574,0.7574,0.0000,1,100.00,0.7574,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-61,3,0.6331,0.6284,0.5757,0.6953,0.0600,3,100.00,0.6284;0.6953;0.5757,sub-5_sub-6_sub-32_sub-41_sub-54_sub-61;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-62,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-63,2,0.5768,0.5768,0.5757,0.5780,0.0016,2,100.00,0.5780;0.5757,sub-6_sub-8_sub-25_sub-46_sub-54_sub-63;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-64,2,0.7108,0.7108,0.6643,0.7574,0.0659,2,100.00,0.6643;0.7574,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-23_sub-27_sub-28_sub-51_sub-60_sub-64
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-65,1,0.7058,0.7058,0.7058,0.7058,0.0000,1,100.00,0.7058,sub-4_sub-5_sub-15_sub-38_sub-39_sub-65
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-7,1,0.7745,0.7745,0.7745,0.7745,0.0000,1,100.00,0.7745,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-8,2,0.6359,0.6359,0.5780,0.6938,0.0819,2,100.00,0.6938;0.5780,sub-8_sub-19_sub-28_sub-37_sub-42_sub-51;sub-6_sub-8_sub-25_sub-46_sub-54_sub-63
ANOVA_L_6_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-9,1,0.6456,0.6456,0.6456,0.6456,0.0000,1,100.00,0.6456,sub-9_sub-12_sub-28_sub-44_sub-45_sub-51
ANOVA_L_6_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-1,1,0.6489,0.6489,0.6489,0.6489,0.0000,1,100.00,0.6489,sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
ANOVA_L_6_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-10,2,0.6085,0.6085,0.5309,0.6861,0.1097,2,100.00,0.5309;0.6861,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-10_sub-17_sub-30_sub-41_sub-44_sub-60
ANOVA_L_6_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-11,2,0.7686,0.7686,0.7425,0.7947,0.0370,2,100.00,0.7947;0.7425,sub-4_sub-11_sub-26_sub-37_sub-45_sub-49;sub-5_sub-11_sub-18_sub-44_sub-54_sub-60
ANOVA_L_6_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_6_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-13,4,0.7077,0.7126,0.6468,0.7590,0.0476,4,100.00,0.7267;0.7590;0.6985;0.6468,sub-5_sub-13_sub-24_sub-38_sub-44_sub-58;sub-13_sub-20_sub-26_sub-48_sub-57_sub-58;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
ANOVA_L_6_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-14,2,0.7572,0.7572,0.6714,0.8430,0.1213,2,100.00,0.6714;0.8430,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65
ANOVA_L_6_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-15,3,0.7021,0.7667,0.5653,0.7744,0.1186,3,100.00,0.7744;0.7667;0.5653,sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-3_sub-15_sub-21_sub-39_sub-45_sub-49;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
ANOVA_L_6_Random,"MLP_(Neural_Network) (activation=tanh, alpha=0.1, sizes=[100])",sub-16,2,0.7364,0.7364,0.6468,0.8260,0.1267,2,100.00,0.8260;0.6468,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
