Experiment,Model×Hyperparameter,Subject,N_Folds,Mean_Accuracy,Median_Accuracy,Min_Accuracy,Max_Accuracy,Std_Dev,N_Correctly_Classified,Pct_Correctly_Classified,Fold_Accuracies,Fold_IDs
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-64,3,0.6957,0.6835,0.6628,0.7408,0.0404,3,100.00,0.7408;0.6835;0.6628,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-65,4,0.5247,0.5187,0.4706,0.5909,0.0579,2,50.00,0.5909;0.4820;0.5554;0.4706,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-7,1,0.4886,0.4886,0.4886,0.4886,0.0000,0,0.00,0.4886,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-8,3,0.5937,0.6015,0.4706,0.7091,0.1195,2,66.67,0.7091;0.6015;0.4706,sub-8_sub-29_sub-34_sub-39_sub-44_sub-47;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51;sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-9,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-1,1,0.4727,0.4727,0.4727,0.4727,0.0000,0,0.00,0.4727,sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-10,2,0.5727,0.5727,0.5646,0.5809,0.0115,2,100.00,0.5646;0.5809,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-10_sub-17_sub-30_sub-41_sub-44_sub-60
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-11,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-13,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-14,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-15,1,0.5361,0.5361,0.5361,0.5361,0.0000,1,100.00,0.5361,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-16,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-17,2,0.5683,0.5683,0.5557,0.5809,0.0178,2,100.00,0.5809;0.5557,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-18,1,0.4664,0.4664,0.4664,0.4664,0.0000,0,0.00,0.4664,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-19,1,0.5361,0.5361,0.5361,0.5361,0.0000,1,100.00,0.5361,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-2,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-20,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-21,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-22,1,0.5612,0.5612,0.5612,0.5612,0.0000,1,100.00,0.5612,sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-23,1,0.6025,0.6025,0.6025,0.6025,0.0000,1,100.00,0.6025,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-24,1,0.4664,0.4664,0.4664,0.4664,0.0000,0,0.00,0.4664,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-25,1,0.5319,0.5319,0.5319,0.5319,0.0000,1,100.00,0.5319,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-26,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-27,1,0.6025,0.6025,0.6025,0.6025,0.0000,1,100.00,0.6025,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-28,2,0.5672,0.5672,0.5319,0.6025,0.0499,2,100.00,0.6025;0.5319,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-29,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-3,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-30,2,0.5236,0.5236,0.4664,0.5809,0.0810,1,50.00,0.5809;0.4664,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-32,1,0.5646,0.5646,0.5646,0.5646,0.0000,1,100.00,0.5646,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-33,1,0.5612,0.5612,0.5612,0.5612,0.0000,1,100.00,0.5612,sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-35,3,0.5007,0.4736,0.4727,0.5557,0.0477,1,33.33,0.4736;0.5557;0.4727,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-36,2,0.5602,0.5602,0.5557,0.5646,0.0063,2,100.00,0.5646;0.5557,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-37,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-38,2,0.5191,0.5191,0.4736,0.5646,0.0643,1,50.00,0.5646;0.4736,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-6_sub-7_sub-35_sub-38_sub-50_sub-55
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-39,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-4,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-40,1,0.5361,0.5361,0.5361,0.5361,0.0000,1,100.00,0.5361,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-41,1,0.5809,0.5809,0.5809,0.5809,0.0000,1,100.00,0.5809,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-42,1,0.4664,0.4664,0.4664,0.4664,0.0000,0,0.00,0.4664,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-43,2,0.5155,0.5155,0.4664,0.5646,0.0695,1,50.00,0.5646;0.4664,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-44,3,0.5382,0.5612,0.4727,0.5809,0.0576,2,66.67,0.5809;0.5612;0.4727,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-45,1,0.5612,0.5612,0.5612,0.5612,0.0000,1,100.00,0.5612,sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-46,1,0.5646,0.5646,0.5646,0.5646,0.0000,1,100.00,0.5646,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-47,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-48,1,0.4664,0.4664,0.4664,0.4664,0.0000,0,0.00,0.4664,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-49,2,0.5340,0.5340,0.5319,0.5361,0.0030,2,100.00,0.5361;0.5319,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-5,2,0.5465,0.5465,0.5319,0.5612,0.0207,2,100.00,0.5319;0.5612,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-50,2,0.5147,0.5147,0.4736,0.5557,0.0581,1,50.00,0.4736;0.5557,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-51,2,0.5672,0.5672,0.5319,0.6025,0.0499,2,100.00,0.6025;0.5319,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-54,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-55,2,0.5147,0.5147,0.4736,0.5557,0.0581,1,50.00,0.4736;0.5557,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-56,1,0.5319,0.5319,0.5319,0.5319,0.0000,1,100.00,0.5319,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-57,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-58,1,0.5612,0.5612,0.5612,0.5612,0.0000,1,100.00,0.5612,sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-59,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-6,3,0.4941,0.4736,0.4727,0.5361,0.0363,1,33.33,0.5361;0.4736;0.4727,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-60,3,0.5797,0.5809,0.5557,0.6025,0.0234,3,100.00,0.6025;0.5809;0.5557,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-61,1,0.4727,0.4727,0.4727,0.4727,0.0000,0,0.00,0.4727,sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-62,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-63,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-64,3,0.5371,0.5361,0.4727,0.6025,0.0649,2,66.67,0.5361;0.6025;0.4727,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-65,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-7,1,0.4736,0.4736,0.4736,0.4736,0.0000,0,0.00,0.4736,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-8,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=3, estimators=100, rate=0.2, subsample=0.7)",sub-9,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-1,1,0.4606,0.4606,0.4606,0.4606,0.0000,0,0.00,0.4606,sub-1_sub-11_sub-28_sub-41_sub-45_sub-47
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-10,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-11,6,0.5112,0.4817,0.3794,0.6331,0.1012,2,33.33,0.4669;0.3794;0.4606;0.6305;0.6331;0.4965,sub-4_sub-11_sub-26_sub-37_sub-45_sub-49;sub-11_sub-25_sub-30_sub-45_sub-57_sub-59;sub-1_sub-11_sub-28_sub-41_sub-45_sub-47;sub-11_sub-34_sub-35_sub-37_sub-47_sub-56;sub-11_sub-27_sub-32_sub-43_sub-52_sub-64;sub-5_sub-11_sub-18_sub-44_sub-54_sub-60
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-12,2,0.5177,0.5177,0.4954,0.5399,0.0315,1,50.00,0.4954;0.5399,sub-9_sub-12_sub-28_sub-44_sub-45_sub-51;sub-12_sub-17_sub-33_sub-40_sub-53_sub-64
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-13,3,0.5612,0.5656,0.5276,0.5904,0.0317,3,100.00,0.5276;0.5904;0.5656,sub-5_sub-13_sub-24_sub-38_sub-44_sub-58;sub-2_sub-13_sub-36_sub-54_sub-57_sub-59;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-14,4,0.5591,0.5435,0.5135,0.6360,0.0532,4,100.00,0.5415;0.5135;0.5455;0.6360,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56;sub-14_sub-21_sub-32_sub-49_sub-57_sub-65;sub-7_sub-14_sub-22_sub-39_sub-40_sub-49;sub-14_sub-28_sub-35_sub-59_sub-60_sub-61
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-15,3,0.5740,0.5884,0.4949,0.6386,0.0729,2,66.67,0.6386;0.4949;0.5884,sub-2_sub-15_sub-36_sub-37_sub-44_sub-55;sub-15_sub-24_sub-26_sub-41_sub-52_sub-53;sub-15_sub-27_sub-29_sub-45_sub-55_sub-62
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-16,2,0.5546,0.5546,0.5435,0.5656,0.0156,2,100.00,0.5435;0.5656,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-17,3,0.5462,0.5399,0.4841,0.6146,0.0655,2,66.67,0.4841;0.5399;0.6146,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60;sub-12_sub-17_sub-33_sub-40_sub-53_sub-64;sub-17_sub-34_sub-36_sub-37_sub-58_sub-64
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-18,3,0.5435,0.5114,0.4965,0.6227,0.0690,2,66.67,0.6227;0.5114;0.4965,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-2_sub-8_sub-18_sub-41_sub-44_sub-60;sub-5_sub-11_sub-18_sub-44_sub-54_sub-60
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-19,1,0.5053,0.5053,0.5053,0.5053,0.0000,1,100.00,0.5053,sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-2,4,0.5705,0.5660,0.5114,0.6386,0.0559,4,100.00,0.5415;0.6386;0.5114;0.5904,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56;sub-2_sub-15_sub-36_sub-37_sub-44_sub-55;sub-2_sub-8_sub-18_sub-41_sub-44_sub-60;sub-2_sub-13_sub-36_sub-54_sub-57_sub-59
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-20,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-21,1,0.5135,0.5135,0.5135,0.5135,0.0000,1,100.00,0.5135,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-22,1,0.5455,0.5455,0.5455,0.5455,0.0000,1,100.00,0.5455,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-23,1,0.4841,0.4841,0.4841,0.4841,0.0000,0,0.00,0.4841,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-24,2,0.5112,0.5112,0.4949,0.5276,0.0231,1,50.00,0.5276;0.4949,sub-5_sub-13_sub-24_sub-38_sub-44_sub-58;sub-15_sub-24_sub-26_sub-41_sub-52_sub-53
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-25,2,0.4212,0.4212,0.3794,0.4629,0.0591,0,0.00,0.3794;0.4629,sub-11_sub-25_sub-30_sub-45_sub-57_sub-59;sub-6_sub-8_sub-25_sub-46_sub-54_sub-63
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-26,3,0.5560,0.4949,0.4669,0.7063,0.1309,1,33.33,0.4669;0.4949;0.7063,sub-4_sub-11_sub-26_sub-37_sub-45_sub-49;sub-15_sub-24_sub-26_sub-41_sub-52_sub-53;sub-4_sub-7_sub-26_sub-47_sub-60_sub-62
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-27,3,0.5883,0.5884,0.5435,0.6331,0.0448,3,100.00,0.5435;0.6331;0.5884,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58;sub-11_sub-27_sub-32_sub-43_sub-52_sub-64;sub-15_sub-27_sub-29_sub-45_sub-55_sub-62
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-28,4,0.5243,0.5003,0.4606,0.6360,0.0769,2,50.00,0.4606;0.6360;0.4954;0.5053,sub-1_sub-11_sub-28_sub-41_sub-45_sub-47;sub-14_sub-28_sub-35_sub-59_sub-60_sub-61;sub-9_sub-12_sub-28_sub-44_sub-45_sub-51;sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-29,2,0.5847,0.5847,0.5809,0.5884,0.0053,2,100.00,0.5809;0.5884,sub-5_sub-29_sub-36_sub-38_sub-40_sub-57;sub-15_sub-27_sub-29_sub-45_sub-55_sub-62
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-3,1,0.4841,0.4841,0.4841,0.4841,0.0000,0,0.00,0.4841,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-30,2,0.4423,0.4423,0.3794,0.5053,0.0890,1,50.00,0.3794;0.5053,sub-11_sub-25_sub-30_sub-45_sub-57_sub-59;sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-31,2,0.5339,0.5339,0.5243,0.5435,0.0136,2,100.00,0.5435;0.5243,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58;sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-32,3,0.5519,0.5135,0.5090,0.6331,0.0704,3,100.00,0.5135;0.5090;0.6331,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65;sub-5_sub-6_sub-32_sub-41_sub-54_sub-61;sub-11_sub-27_sub-32_sub-43_sub-52_sub-64
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-33,1,0.5399,0.5399,0.5399,0.5399,0.0000,1,100.00,0.5399,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-34,2,0.6225,0.6225,0.6146,0.6305,0.0113,2,100.00,0.6305;0.6146,sub-11_sub-34_sub-35_sub-37_sub-47_sub-56;sub-17_sub-34_sub-36_sub-37_sub-58_sub-64
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-35,3,0.6297,0.6305,0.6227,0.6360,0.0067,3,100.00,0.6227;0.6360;0.6305,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-14_sub-28_sub-35_sub-59_sub-60_sub-61;sub-11_sub-34_sub-35_sub-37_sub-47_sub-56
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-36,5,0.5898,0.5904,0.5243,0.6386,0.0429,5,100.00,0.6386;0.6146;0.5809;0.5243;0.5904,sub-2_sub-15_sub-36_sub-37_sub-44_sub-55;sub-17_sub-34_sub-36_sub-37_sub-58_sub-64;sub-5_sub-29_sub-36_sub-38_sub-40_sub-57;sub-9_sub-31_sub-36_sub-42_sub-45_sub-53;sub-2_sub-13_sub-36_sub-54_sub-57_sub-59
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-37,4,0.5876,0.6225,0.4669,0.6386,0.0811,3,75.00,0.6386;0.4669;0.6305;0.6146,sub-2_sub-15_sub-36_sub-37_sub-44_sub-55;sub-4_sub-11_sub-26_sub-37_sub-45_sub-49;sub-11_sub-34_sub-35_sub-37_sub-47_sub-56;sub-17_sub-34_sub-36_sub-37_sub-58_sub-64
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-38,2,0.5543,0.5543,0.5276,0.5809,0.0378,2,100.00,0.5276;0.5809,sub-5_sub-13_sub-24_sub-38_sub-44_sub-58;sub-5_sub-29_sub-36_sub-38_sub-40_sub-57
PCA_L_6_Random,"XGBoost (depth=6, estimators=100, rate=0.2, subsample=0.7)",sub-39,1,0.5455,0.5455,0.5455,0.5455,0.0000,1,100.00,0.5455,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49
