Experiment,Model×Hyperparameter,Subject,N_Folds,Mean_Accuracy,Median_Accuracy,Min_Accuracy,Max_Accuracy,Std_Dev,N_Correctly_Classified,Pct_Correctly_Classified,Fold_Accuracies,Fold_IDs
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-30,1,0.4773,0.4773,0.4773,0.4773,0.0000,0,0.00,0.4773,sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-31,2,0.5285,0.5285,0.5178,0.5391,0.0150,2,100.00,0.5391;0.5178,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58;sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-32,1,0.4518,0.4518,0.4518,0.4518,0.0000,0,0.00,0.4518,sub-11_sub-27_sub-32_sub-43_sub-52_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-33,1,0.4969,0.4969,0.4969,0.4969,0.0000,0,0.00,0.4969,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-35,2,0.5001,0.5001,0.4924,0.5077,0.0108,1,50.00,0.4924;0.5077,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-14_sub-28_sub-35_sub-59_sub-60_sub-61
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-36,3,0.5011,0.5028,0.4828,0.5178,0.0176,2,66.67,0.4828;0.5178;0.5028,sub-5_sub-29_sub-36_sub-38_sub-40_sub-57;sub-9_sub-31_sub-36_sub-42_sub-45_sub-53;sub-2_sub-13_sub-36_sub-54_sub-57_sub-59
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-37,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-38,1,0.4828,0.4828,0.4828,0.4828,0.0000,0,0.00,0.4828,sub-5_sub-29_sub-36_sub-38_sub-40_sub-57
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-39,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-4,1,0.4426,0.4426,0.4426,0.4426,0.0000,0,0.00,0.4426,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-40,3,0.5062,0.4969,0.4828,0.5391,0.0293,1,33.33,0.5391;0.4969;0.4828,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58;sub-12_sub-17_sub-33_sub-40_sub-53_sub-64;sub-5_sub-29_sub-36_sub-38_sub-40_sub-57
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-41,2,0.4668,0.4668,0.4426,0.4910,0.0342,0,0.00,0.4426;0.4910,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-15_sub-24_sub-26_sub-41_sub-52_sub-53
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-42,2,0.4802,0.4802,0.4426,0.5178,0.0532,1,50.00,0.4426;0.5178,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-43,3,0.5048,0.5234,0.4518,0.5391,0.0465,2,66.67,0.5391;0.4518;0.5234,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58;sub-11_sub-27_sub-32_sub-43_sub-52_sub-64;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-44,2,0.4945,0.4945,0.4747,0.5144,0.0281,1,50.00,0.5144;0.4747,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56;sub-5_sub-11_sub-18_sub-44_sub-54_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-45,1,0.5178,0.5178,0.5178,0.5178,0.0000,1,100.00,0.5178,sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-47,1,0.4924,0.4924,0.4924,0.4924,0.0000,0,0.00,0.4924,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-48,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-49,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-5,2,0.4787,0.4787,0.4747,0.4828,0.0057,0,0.00,0.4828;0.4747,sub-5_sub-29_sub-36_sub-38_sub-40_sub-57;sub-5_sub-11_sub-18_sub-44_sub-54_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-50,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-51,2,0.4981,0.4981,0.4728,0.5234,0.0358,1,50.00,0.4728;0.5234,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-52,2,0.4714,0.4714,0.4518,0.4910,0.0277,0,0.00,0.4518;0.4910,sub-11_sub-27_sub-32_sub-43_sub-52_sub-64;sub-15_sub-24_sub-26_sub-41_sub-52_sub-53
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-53,4,0.5050,0.5056,0.4910,0.5178,0.0131,2,50.00,0.5144;0.4969;0.4910;0.5178,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56;sub-12_sub-17_sub-33_sub-40_sub-53_sub-64;sub-15_sub-24_sub-26_sub-41_sub-52_sub-53;sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-54,4,0.4934,0.4888,0.4728,0.5234,0.0242,2,50.00,0.4728;0.5028;0.5234;0.4747,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60;sub-2_sub-13_sub-36_sub-54_sub-57_sub-59;sub-7_sub-13_sub-16_sub-43_sub-51_sub-54;sub-5_sub-11_sub-18_sub-44_sub-54_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-55,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-56,1,0.5144,0.5144,0.5144,0.5144,0.0000,1,100.00,0.5144,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-57,4,0.4802,0.4876,0.4426,0.5028,0.0263,1,25.00,0.4426;0.4924;0.4828;0.5028,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-5_sub-29_sub-36_sub-38_sub-40_sub-57;sub-2_sub-13_sub-36_sub-54_sub-57_sub-59
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-58,1,0.5391,0.5391,0.5391,0.5391,0.0000,1,100.00,0.5391,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-59,3,0.4959,0.5028,0.4773,0.5077,0.0163,2,66.67,0.5077;0.5028;0.4773,sub-14_sub-28_sub-35_sub-59_sub-60_sub-61;sub-2_sub-13_sub-36_sub-54_sub-57_sub-59;sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-6,2,0.4785,0.4785,0.4426,0.5144,0.0508,1,50.00,0.5144;0.4426,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56;sub-4_sub-6_sub-8_sub-41_sub-42_sub-57
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-60,4,0.4831,0.4760,0.4728,0.5077,0.0165,1,25.00,0.4728;0.5077;0.4773;0.4747,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60;sub-14_sub-28_sub-35_sub-59_sub-60_sub-61;sub-19_sub-28_sub-30_sub-59_sub-60_sub-62;sub-5_sub-11_sub-18_sub-44_sub-54_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-61,2,0.5001,0.5001,0.4924,0.5077,0.0108,1,50.00,0.4924;0.5077,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61;sub-14_sub-28_sub-35_sub-59_sub-60_sub-61
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-62,1,0.4773,0.4773,0.4773,0.4773,0.0000,0,0.00,0.4773,sub-19_sub-28_sub-30_sub-59_sub-60_sub-62
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-63,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-64,2,0.4744,0.4744,0.4518,0.4969,0.0318,0,0.00,0.4969;0.4518,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64;sub-11_sub-27_sub-32_sub-43_sub-52_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-65,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-7,1,0.5234,0.5234,0.5234,0.5234,0.0000,1,100.00,0.5234,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-8,2,0.4675,0.4675,0.4426,0.4924,0.0352,0,0.00,0.4426;0.4924,sub-4_sub-6_sub-8_sub-41_sub-42_sub-57;sub-8_sub-18_sub-35_sub-47_sub-57_sub-61
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=poly)",sub-9,1,0.5178,0.5178,0.5178,0.5178,0.0000,1,100.00,0.5178,sub-9_sub-31_sub-36_sub-42_sub-45_sub-53
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-1,1,0.6628,0.6628,0.6628,0.6628,0.0000,1,100.00,0.6628,sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-10,2,0.5957,0.5957,0.5873,0.6040,0.0118,2,100.00,0.5873;0.6040,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-10_sub-17_sub-30_sub-41_sub-44_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-11,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-13,2,0.5702,0.5702,0.5469,0.5936,0.0330,2,100.00,0.5469;0.5936,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-14,1,0.4820,0.4820,0.4820,0.4820,0.0000,0,0.00,0.4820,sub-14_sub-32_sub-35_sub-41_sub-60_sub-65
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-15,4,0.6168,0.5994,0.5278,0.7408,0.0962,4,100.00,0.7408;0.5554;0.6435;0.5278,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-3_sub-15_sub-21_sub-39_sub-45_sub-49;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-16,1,0.5909,0.5909,0.5909,0.5909,0.0000,1,100.00,0.5909,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-17,2,0.5765,0.5765,0.5489,0.6040,0.0390,2,100.00,0.6040;0.5489,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-18,1,0.5161,0.5161,0.5161,0.5161,0.0000,1,100.00,0.5161,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-19,2,0.6711,0.6711,0.6015,0.7408,0.0985,2,100.00,0.7408;0.6015,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-2,1,0.4706,0.4706,0.4706,0.4706,0.0000,0,0.00,0.4706,sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-20,3,0.5771,0.5909,0.5469,0.5936,0.0262,3,100.00,0.5909;0.5469;0.5936,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-13_sub-20_sub-26_sub-48_sub-57_sub-58;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-21,2,0.5856,0.5856,0.5278,0.6435,0.0818,2,100.00,0.6435;0.5278,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-22,1,0.5681,0.5681,0.5681,0.5681,0.0000,1,100.00,0.5681,sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-23,1,0.6835,0.6835,0.6835,0.6835,0.0000,1,100.00,0.6835,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-24,1,0.5161,0.5161,0.5161,0.5161,0.0000,1,100.00,0.5161,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-25,1,0.5691,0.5691,0.5691,0.5691,0.0000,1,100.00,0.5691,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-26,1,0.5469,0.5469,0.5469,0.5469,0.0000,1,100.00,0.5469,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-27,1,0.6835,0.6835,0.6835,0.6835,0.0000,1,100.00,0.6835,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-28,3,0.6180,0.6015,0.5691,0.6835,0.0589,3,100.00,0.6835;0.5691;0.6015,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-5_sub-25_sub-28_sub-49_sub-51_sub-56;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-29,1,0.7091,0.7091,0.7091,0.7091,0.0000,1,100.00,0.7091,sub-8_sub-29_sub-34_sub-39_sub-44_sub-47
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-3,1,0.6435,0.6435,0.6435,0.6435,0.0000,1,100.00,0.6435,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-30,2,0.5601,0.5601,0.5161,0.6040,0.0622,2,100.00,0.6040;0.5161,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-32,3,0.5133,0.4820,0.4706,0.5873,0.0643,1,33.33,0.5873;0.4820;0.4706,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65;sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-33,2,0.5808,0.5808,0.5681,0.5936,0.0180,2,100.00,0.5936;0.5681,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-34,1,0.7091,0.7091,0.7091,0.7091,0.0000,1,100.00,0.7091,sub-8_sub-29_sub-34_sub-39_sub-44_sub-47
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-35,4,0.5456,0.5188,0.4820,0.6628,0.0837,2,50.00,0.4886;0.4820;0.5489;0.6628,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-36,3,0.5547,0.5489,0.5278,0.5873,0.0302,3,100.00,0.5873;0.5489;0.5278,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-37,1,0.6015,0.6015,0.6015,0.6015,0.0000,1,100.00,0.6015,sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-38,4,0.5398,0.5416,0.4886,0.5873,0.0419,3,75.00,0.5873;0.4886;0.5554;0.5278,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-39,3,0.6360,0.6435,0.5554,0.7091,0.0772,3,100.00,0.7091;0.5554;0.6435,sub-8_sub-29_sub-34_sub-39_sub-44_sub-47;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-3_sub-15_sub-21_sub-39_sub-45_sub-49
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-4,2,0.5731,0.5731,0.5554,0.5909,0.0251,2,100.00,0.5909;0.5554,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-4_sub-5_sub-15_sub-38_sub-39_sub-65
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-40,1,0.7408,0.7408,0.7408,0.7408,0.0000,1,100.00,0.7408,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-41,3,0.5599,0.5936,0.4820,0.6040,0.0676,2,66.67,0.6040;0.4820;0.5936,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-42,2,0.5588,0.5588,0.5161,0.6015,0.0604,2,100.00,0.5161;0.6015,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-43,2,0.5517,0.5517,0.5161,0.5873,0.0504,2,100.00,0.5873;0.5161,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46;sub-18_sub-24_sub-30_sub-42_sub-43_sub-48
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-44,5,0.6270,0.6040,0.5681,0.7091,0.0577,5,100.00,0.5909;0.7091;0.6040;0.5681;0.6628,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-8_sub-29_sub-34_sub-39_sub-44_sub-47;sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-45,2,0.6058,0.6058,0.5681,0.6435,0.0533,2,100.00,0.6435;0.5681,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-46,1,0.5873,0.5873,0.5873,0.5873,0.0000,1,100.00,0.5873,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-47,1,0.7091,0.7091,0.7091,0.7091,0.0000,1,100.00,0.7091,sub-8_sub-29_sub-34_sub-39_sub-44_sub-47
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-48,4,0.5318,0.5315,0.4706,0.5936,0.0518,3,75.00,0.5161;0.5469;0.5936;0.4706,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48;sub-13_sub-20_sub-26_sub-48_sub-57_sub-58;sub-13_sub-20_sub-33_sub-41_sub-48_sub-61;sub-2_sub-8_sub-32_sub-48_sub-63_sub-65
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-49,3,0.6511,0.6435,0.5691,0.7408,0.0861,3,100.00,0.7408;0.5691;0.6435,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-5_sub-25_sub-28_sub-49_sub-51_sub-56;sub-3_sub-15_sub-21_sub-39_sub-45_sub-49
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-5,3,0.5642,0.5681,0.5554,0.5691,0.0077,3,100.00,0.5554;0.5691;0.5681,sub-4_sub-5_sub-15_sub-38_sub-39_sub-65;sub-5_sub-25_sub-28_sub-49_sub-51_sub-56;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-50,2,0.5188,0.5188,0.4886,0.5489,0.0426,1,50.00,0.4886;0.5489,sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-51,3,0.6180,0.6015,0.5691,0.6835,0.0589,3,100.00,0.6835;0.5691;0.6015,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-5_sub-25_sub-28_sub-49_sub-51_sub-56;sub-8_sub-19_sub-28_sub-37_sub-42_sub-51
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-54,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-55,3,0.5428,0.5489,0.4886,0.5909,0.0514,2,66.67,0.5909;0.4886;0.5489,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65;sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-56,1,0.5691,0.5691,0.5691,0.5691,0.0000,1,100.00,0.5691,sub-5_sub-25_sub-28_sub-49_sub-51_sub-56
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-57,1,0.5469,0.5469,0.5469,0.5469,0.0000,1,100.00,0.5469,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-58,2,0.5575,0.5575,0.5469,0.5681,0.0150,2,100.00,0.5469;0.5681,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58;sub-5_sub-22_sub-33_sub-44_sub-45_sub-58
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-59,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-6,3,0.6307,0.6628,0.4886,0.7408,0.1291,2,66.67,0.7408;0.4886;0.6628,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64;sub-6_sub-7_sub-35_sub-38_sub-50_sub-55;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-60,4,0.5796,0.5765,0.4820,0.6835,0.0853,3,75.00,0.6835;0.6040;0.4820;0.5489,sub-23_sub-27_sub-28_sub-51_sub-60_sub-64;sub-10_sub-17_sub-30_sub-41_sub-44_sub-60;sub-14_sub-32_sub-35_sub-41_sub-60_sub-65;sub-17_sub-35_sub-36_sub-50_sub-55_sub-60
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-61,3,0.5947,0.5936,0.5278,0.6628,0.0675,3,100.00,0.5936;0.6628;0.5278,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61;sub-1_sub-6_sub-35_sub-44_sub-61_sub-64;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-62,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_6_Random,"SVM (C=0.1, gamma=auto, kernel=rbf)",sub-63,2,0.4992,0.4992,0.4706,0.5278,0.0405,1,50.00,0.4706;0.5278,sub-2_sub-8_sub-32_sub-48_sub-63_sub-65;sub-15_sub-21_sub-36_sub-38_sub-61_sub-63
