hyperparam_n_estimators,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_subsample,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
100,9,0.2,0.7,0.9493707930933567,0.0,0.9998897464167585,0.0,0.949297147669392,0.9495722022246279,0.9493707930933567,1
100,6,0.2,0.7,0.9376646180860404,0.0,0.9855200294009555,0.0,0.9375649547494078,0.9378722771630515,0.9376646180860404,1
100,3,0.2,0.7,0.8861574480538484,0.0,0.9029400955531055,0.0,0.8856126923765358,0.887455968073888,0.8861574480538484,1
