feature,group,mean,std,median,min,max,q25,q75
feature_80,cntrl,-1.9971304029050026e-05,0.00014241000137340862,-1.746706565327044e-05,-0.0033024738390552135,0.0007379586524429675,-6.602212938406244e-05,2.917945407776734e-05
feature_81,alz,9.980961949632879e-06,0.0002390929288857112,1.2016074346114114e-06,-0.0032411796107282643,0.003332457850202729,-4.6237043506697287e-05,5.095434051303368e-05
feature_81,cntrl,1.0712864833334195e-05,0.0001392446840596358,1.6832787092251433e-05,-0.0031743839718833275,0.000559546865688174,-2.9524668127020384e-05,6.388496364194459e-05
feature_82,alz,3.342694969431966e-05,0.00031720011001423347,2.11627453296364e-05,-0.003372627428068787,0.0034923357896493486,-5.3500171302716626e-05,0.00010674119004497997
feature_82,cntrl,2.917233565989153e-07,0.00019874426872018537,5.811717889493183e-06,-0.0033532099368650064,0.0022146991080653263,-7.337681011272858e-05,8.689293161064367e-05
feature_83,alz,-5.888133367738625e-06,0.0002782734786166388,-4.081913911605344e-06,-0.0033118471474746,0.003411049160422999,-8.242694554084305e-05,7.959794106680421e-05
feature_83,cntrl,-4.691787085305166e-05,0.0002009708381588801,-3.45935712683447e-05,-0.0031749342560688705,0.002133708133542482,-0.00014717847106077132,3.5340078922091603e-05
feature_84,alz,2.6154395156857615e-05,0.00028874748038688143,1.6367766366332154e-05,-0.0032882967344686873,0.003356381179311449,-5.939285665258099e-05,9.898587905685556e-05
feature_84,cntrl,2.9649865664839054e-05,0.00022489055308481107,6.986487029672543e-06,-0.0033595249325970183,0.002193798531529111,-6.782460370197206e-05,9.639623235254427e-05
feature_85,alz,-1.3374774702476399e-05,0.0004029886162487414,-1.5207178416846198e-05,-0.0032801111433523487,0.003329899856963847,-0.0001370647032684997,0.0001038505716343906
feature_85,cntrl,2.5654507583249677e-06,0.00032727036936485316,1.0296357035080961e-05,-0.003613435021183794,0.0024895946808572928,-9.535246009448621e-05,0.00013078343032821665
feature_86,alz,-1.7980190749238095e-05,0.00031623989631744437,-1.6329315471220303e-05,-0.0032557054411642243,0.0036120953379713003,-9.251621579202629e-05,5.61782189166244e-05
feature_86,cntrl,-1.6108493133387632e-05,0.00023062979700308039,-2.7912063446940806e-06,-0.0034474016345873585,0.003278374329060574,-7.68143946405731e-05,6.833707327794265e-05
feature_87,alz,2.9895312463100483e-05,0.00030484588102369463,1.8971727399489305e-06,-0.003128645453812042,0.0035548061219278296,-6.448200879509571e-05,7.68362889118309e-05
feature_87,cntrl,1.593866291924347e-05,0.0002753179154817845,-4.078758284737476e-06,-0.003590715922457944,0.002351244889312073,-7.783674337179322e-05,8.012623461487291e-05
feature_88,alz,1.45112259468576e-05,0.0002628441656607057,3.960575928535563e-06,-0.0031584542921906226,0.0035642802745760632,-5.848908086541015e-05,6.803424662863866e-05
feature_88,cntrl,9.070960128182703e-06,0.00017799562230714342,4.648918628692627e-06,-0.0033180927884014825,0.000794940176316375,-6.0924340349765394e-05,8.250964091889942e-05
feature_89,alz,-3.63004611027868e-06,0.00030971660337313886,-6.343416294838741e-07,-0.0032743194966376584,0.003259696725620419,-6.833416090287184e-05,6.450884862060471e-05
feature_89,cntrl,-1.8861430248185947e-06,0.0002829170437929549,-8.98710635580435e-06,-0.0034106938148005497,0.003270288411078812,-7.233595293160678e-05,6.016829970772866e-05
feature_90,alz,5.857740922599811e-06,0.0002601355237821965,1.04489417095172e-07,-0.003369241827063208,0.0033768001181178693,-6.375056343869635e-05,6.238946077445997e-05
feature_90,cntrl,8.768634754842761e-06,0.0001667410484772023,5.638690691801167e-06,-0.0034000983393883246,0.0020421305118690407,-5.478991939964331e-05,7.71152206706969e-05
feature_91,alz,7.628669475032499e-05,0.0002816734519083777,4.246966637141859e-05,-0.0031198688179234677,0.0035722488554180026,-2.423532177594246e-05,0.0001304291258436453
feature_91,cntrl,5.118880295626055e-06,0.00020958073049083463,1.0504488475556218e-05,-0.003537678168981096,0.0019583707991059347,-7.826477773248316e-05,0.00010335002653111147
