hyperparam_n_estimators,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_subsample,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
100,3,0.2,0.7,0.976148668422593,0.0,0.9999264976111724,0.0,0.9762828797521029,0.9767620727816073,0.976148668422593,1
100,6,0.2,0.7,0.9760023412350015,0.0,1.0,0.0,0.9761043956991883,0.976577449882933,0.9760023412350015,1
100,9,0.2,0.7,0.9743927421714955,0.0,1.0,0.0,0.9744866783745827,0.9748953591067558,0.9743927421714955,1
