model_name,best_test_accuracy,std_test_accuracy,best_train_accuracy,std_train_accuracy,test_f1,test_precision,test_recall,num_folds,total_tasks,best_hyperparams
SVM,0.5825543898027674,0.06469607196632905,0.8540806272274973,0.006956676486105444,0.5096289095549429,0.7238288015935685,0.5825543898027674,12,36,"{'C': '0.1', 'kernel': 'rbf', 'gamma': 'auto'}"
KNN,0.5599037748047406,0.07149511277624154,0.9238949447498013,0.004475459884354613,0.5214403403881706,0.5600723159073734,0.5599037748047406,12,36,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'euclidean'}"
XGBoost,0.5571041511578492,0.056316007564188426,0.9999555185734353,3.143091188859172e-05,0.47767112125757233,0.6733770307502249,0.5571041511578492,12,36,"{'n_estimators': '100', 'max_depth': '9', 'learning_rate': '0.2', 'subsample': '0.7'}"
MLP (Neural Network),0.5419309878238816,0.07009041488325296,0.983954151340008,0.003032410030741819,0.4333870186465934,0.722040113363334,0.5419309878238816,12,36,"{'hidden_layer_sizes': [100], 'activation': 'tanh', 'alpha': '0.1'}"
