task_id,model_name,label_type,label_value,hyperparams,train_data_path,test_data_path,results_path,fold_id,status,priority,created_at,started_at,completed_at,error_message,worker_id
XGBoost_0_6531,XGBoost,group,classification,"{""n_estimators"": ""100"", ""max_depth"": ""3"", ""learning_rate"": ""0.2"", ""subsample"": ""0.7""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/XGBoost/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_XGBoost_0_6531,0,completed,1000,2025-11-01T21:55:18.235164,,2025-11-01T22:00:07.919771,,worker_d39782c0b09c22e40e244262bb1bd3ad13987be1a99c6a2738374dd6
XGBoost_0_0310,XGBoost,group,classification,"{""n_estimators"": ""100"", ""max_depth"": ""6"", ""learning_rate"": ""0.2"", ""subsample"": ""0.7""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/XGBoost/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_XGBoost_0_0310,0,completed,1000,2025-11-01T21:55:18.235205,,2025-11-01T22:03:44.659387,,worker_11d59c9cc0a81563a29a9f378f2299b5cfb4e39493e01f6a781057b5
XGBoost_0_4738,XGBoost,group,classification,"{""n_estimators"": ""100"", ""max_depth"": ""9"", ""learning_rate"": ""0.2"", ""subsample"": ""0.7""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/XGBoost/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_XGBoost_0_4738,0,completed,1000,2025-11-01T21:55:18.235232,,2025-11-01T22:06:54.362874,,worker_fd246238e1d785276fce84365bade75d9d729f7b30b62a22b570e91e
MLP_(Neural_Network)_0_2099,MLP (Neural Network),group,classification,"{""hidden_layer_sizes"": [100], ""activation"": ""tanh"", ""alpha"": ""0.1""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/MLP_(Neural_Network)/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_MLP_(Neural_Network)_0_2099,0,completed,1000,2025-11-01T21:55:18.238495,,2025-11-01T21:56:04.643850,,worker_d066ba3d41dde4c5503cf80842c58422881e6e0d480ff0ea5c0b50b6
MLP_(Neural_Network)_0_9244,MLP (Neural Network),group,classification,"{""hidden_layer_sizes"": [150, 50], ""activation"": ""tanh"", ""alpha"": ""0.1""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/MLP_(Neural_Network)/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_MLP_(Neural_Network)_0_9244,0,completed,1000,2025-11-01T21:55:18.238519,,2025-11-01T22:04:25.521690,,worker_a8b29e8c0af28ab8ce69ba3db134c980ca1210d700776eeb63ce40b9
MLP_(Neural_Network)_0_1854,MLP (Neural Network),group,classification,"{""hidden_layer_sizes"": [200, 100, 50], ""activation"": ""tanh"", ""alpha"": ""0.1""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/MLP_(Neural_Network)/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_MLP_(Neural_Network)_0_1854,0,completed,1000,2025-11-01T21:55:18.238541,,2025-11-02T00:33:57.283800,,worker_9e3fd0ef908bd08cdef52fcf6ca6de294f848f4eeecb3bcd34871c29
KNN_0_9858,KNN,group,classification,"{""n_neighbors"": 1, ""weights"": ""uniform"", ""metric"": ""euclidean""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/KNN/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_KNN_0_9858,0,completed,1000,2025-11-01T21:55:18.241678,,2025-11-01T21:55:49.236709,,worker_47d24151a546b100c7fa650e85c7d1874654d7bff72ccf24063f9d74
KNN_0_1641,KNN,group,classification,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/KNN/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_KNN_0_1641,0,completed,1000,2025-11-01T21:55:18.241699,,2025-11-01T21:55:46.680654,,worker_7cd9df79b45cf25881c37a45f41bcfaf4c2b1498224638fd2b2bbd84
KNN_0_9172,KNN,group,classification,"{""n_neighbors"": 15, ""weights"": ""uniform"", ""metric"": ""euclidean""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/KNN/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_KNN_0_9172,0,completed,1000,2025-11-01T21:55:18.241720,,2025-11-01T21:55:48.215669,,worker_bde904f64e4c0d756e7f802df2b82cd1178841ef8cc503c9c17841d6
SVM_0_9082,SVM,group,classification,"{""C"": ""0.1"", ""kernel"": ""linear"", ""gamma"": ""auto""}",/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/train_data,/app/data/PCA_L_6_C_Resource_Boosted/transformed/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/test_data,/app/data/PCA_L_6_C_Resource_Boosted/ml_results_grid_search/SVM/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_SVM_0_9082,0,completed,1000,2025-11-01T21:55:18.244756,,2025-11-01T21:57:03.903049,,worker_c032beb2f325b4293511dc0a64c18da6e19d53e14705d676800291bb
