model_name,best_test_accuracy,std_test_accuracy,best_train_accuracy,std_train_accuracy,test_f1,test_precision,test_recall,num_folds,total_tasks,best_hyperparams
SVM,0.5733744931241563,0.07754904185469141,0.8523307194049985,0.007802107571160213,0.4914796797283411,0.7038231477458485,0.5733744931241563,50,150,"{'C': '0.1', 'kernel': 'rbf', 'gamma': 'auto'}"
KNN,0.5618700324448395,0.06437594731488712,0.9235707558509381,0.00480701021279232,0.5181606475042899,0.5797892945032426,0.5618700324448395,50,150,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'euclidean'}"
XGBoost,0.5478492695560557,0.06790062878979569,0.9999666085010077,3.659937411848429e-05,0.4610663734834142,0.6479950619664169,0.5478492695560557,50,150,"{'n_estimators': '100', 'max_depth': '9', 'learning_rate': '0.2', 'subsample': '0.7'}"
MLP (Neural Network),0.5444393959719945,0.07751917774053312,0.993803588747118,0.0026643233234024183,0.42672386457116646,0.6507923858001463,0.5444393959719945,50,150,"{'hidden_layer_sizes': [200, 100, 50], 'activation': 'tanh', 'alpha': '0.1'}"
