hyperparam_n_neighbors,hyperparam_weights,hyperparam_metric,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
15,uniform,euclidean,0.5719673374999472,0.09837429256507929,0.9050081527533163,0.00333306201528129,0.529780202844628,0.6146962594198137,0.5719673374999472,49
7,uniform,euclidean,0.5616322873852175,0.08911548839795629,0.9223599568311903,0.002973186039445943,0.5291693742966036,0.5776148219939923,0.5616322873852175,49
1,uniform,euclidean,0.5140010015353397,0.06442542015615514,1.0,0.0,0.37934510639716457,0.5053787546133323,0.5140010015353397,49
