Subject,Fold,Model,Accuracy
sub-1,sub-1_sub-61,KNN,0.5789
sub-1,sub-1_sub-61,XGBoost,0.5543
sub-1,sub-1_sub-61,SVM,0.5353
sub-1,sub-1_sub-61,MLP_(Neural_Network),0.4804
sub-1,sub-1_sub-65,KNN,0.6720
sub-1,sub-1_sub-65,XGBoost,0.5839
sub-1,sub-1_sub-65,SVM,0.6269
sub-1,sub-1_sub-65,MLP_(Neural_Network),0.7581
sub-2,sub-2_sub-39,KNN,0.6485
sub-2,sub-2_sub-39,XGBoost,0.6568
sub-2,sub-2_sub-39,SVM,0.7325
sub-2,sub-2_sub-39,MLP_(Neural_Network),0.6292
sub-2,sub-2_sub-54,KNN,0.6686
sub-2,sub-2_sub-54,XGBoost,0.6239
sub-2,sub-2_sub-54,SVM,0.7407
sub-2,sub-2_sub-54,MLP_(Neural_Network),0.7730
sub-3,sub-3_sub-60,KNN,0.5784
sub-3,sub-3_sub-60,XGBoost,0.6805
sub-3,sub-3_sub-60,SVM,0.1686
sub-3,sub-3_sub-60,MLP_(Neural_Network),0.7796
sub-3,sub-3_sub-62,KNN,0.8199
sub-3,sub-3_sub-62,XGBoost,0.9093
sub-3,sub-3_sub-62,SVM,0.7456
sub-3,sub-3_sub-62,MLP_(Neural_Network),0.8186
sub-4,sub-4_sub-44,KNN,0.7830
sub-4,sub-4_sub-44,XGBoost,0.6355
sub-4,sub-4_sub-44,SVM,0.7445
sub-4,sub-4_sub-44,MLP_(Neural_Network),0.7705
sub-5,sub-5_sub-56,KNN,0.6853
sub-5,sub-5_sub-56,XGBoost,0.7189
sub-5,sub-5_sub-56,SVM,0.8458
sub-5,sub-5_sub-56,MLP_(Neural_Network),0.5448
sub-5,sub-5_sub-38,KNN,0.7278
sub-5,sub-5_sub-38,XGBoost,0.6302
sub-5,sub-5_sub-38,SVM,0.6995
sub-5,sub-5_sub-38,MLP_(Neural_Network),0.5902
sub-6,sub-6_sub-54,KNN,0.5876
sub-6,sub-6_sub-54,XGBoost,0.5761
sub-6,sub-6_sub-54,SVM,0.5530
sub-6,sub-6_sub-54,MLP_(Neural_Network),0.6306
sub-6,sub-6_sub-49,KNN,0.5754
sub-6,sub-6_sub-49,XGBoost,0.6295
sub-6,sub-6_sub-49,SVM,0.5924
sub-6,sub-6_sub-49,MLP_(Neural_Network),0.5658
sub-7,sub-7_sub-58,KNN,0.7951
sub-7,sub-7_sub-58,XGBoost,0.9438
sub-7,sub-7_sub-58,SVM,0.7803
sub-7,sub-7_sub-58,MLP_(Neural_Network),0.7793
sub-7,sub-7_sub-48,KNN,0.8206
sub-7,sub-7_sub-48,XGBoost,0.8341
sub-7,sub-7_sub-48,SVM,0.7695
sub-7,sub-7_sub-48,MLP_(Neural_Network),0.8129
sub-7,sub-7_sub-49,KNN,0.7955
sub-7,sub-7_sub-49,XGBoost,0.9289
sub-7,sub-7_sub-49,SVM,0.8637
sub-7,sub-7_sub-49,MLP_(Neural_Network),0.8500
sub-8,sub-8_sub-37,KNN,0.6917
sub-8,sub-8_sub-37,XGBoost,0.8061
sub-8,sub-8_sub-37,SVM,0.7638
sub-8,sub-8_sub-37,MLP_(Neural_Network),0.8294
sub-8,sub-8_sub-49,KNN,0.8867
sub-8,sub-8_sub-49,XGBoost,0.9459
sub-8,sub-8_sub-49,SVM,0.8555
sub-8,sub-8_sub-49,MLP_(Neural_Network),0.9064
sub-11,sub-11_sub-59,KNN,0.4642
sub-11,sub-11_sub-59,XGBoost,0.4450
sub-11,sub-11_sub-59,SVM,0.4002
sub-11,sub-11_sub-59,MLP_(Neural_Network),0.5358
sub-11,sub-11_sub-54,KNN,0.7527
sub-11,sub-11_sub-54,XGBoost,0.8110
sub-11,sub-11_sub-54,SVM,0.8662
sub-11,sub-11_sub-54,MLP_(Neural_Network),0.9246
sub-13,sub-13_sub-59,KNN,0.5283
sub-13,sub-13_sub-59,XGBoost,0.3145
sub-13,sub-13_sub-59,SVM,0.4957
sub-13,sub-13_sub-59,MLP_(Neural_Network),0.3615
sub-14,sub-14_sub-44,KNN,0.7391
sub-14,sub-14_sub-44,XGBoost,0.5442
sub-14,sub-14_sub-44,SVM,0.7623
sub-14,sub-14_sub-44,MLP_(Neural_Network),0.6211
sub-14,sub-14_sub-58,KNN,0.7265
sub-14,sub-14_sub-58,XGBoost,0.8138
sub-14,sub-14_sub-58,SVM,0.7294
sub-14,sub-14_sub-58,MLP_(Neural_Network),0.8311
sub-14,sub-14_sub-61,KNN,0.6239
sub-14,sub-14_sub-61,XGBoost,0.5914
sub-14,sub-14_sub-61,SVM,0.5943
sub-14,sub-14_sub-61,MLP_(Neural_Network),0.5397
sub-15,sub-15_sub-61,KNN,0.4918
sub-15,sub-15_sub-61,XGBoost,0.5653
sub-15,sub-15_sub-61,SVM,0.4873
sub-15,sub-15_sub-61,MLP_(Neural_Network),0.5472
sub-15,sub-15_sub-51,KNN,0.6217
sub-15,sub-15_sub-51,XGBoost,0.6338
sub-15,sub-15_sub-51,SVM,0.4879
sub-15,sub-15_sub-51,MLP_(Neural_Network),0.6026
sub-15,sub-15_sub-41,KNN,0.6978
sub-15,sub-15_sub-41,XGBoost,0.6241
sub-15,sub-15_sub-41,SVM,0.6687
sub-15,sub-15_sub-41,MLP_(Neural_Network),0.7637
sub-15,sub-15_sub-64,KNN,0.7772
sub-15,sub-15_sub-64,XGBoost,0.8474
sub-15,sub-15_sub-64,SVM,0.8298
sub-15,sub-15_sub-64,MLP_(Neural_Network),0.9307
sub-16,sub-16_sub-42,KNN,0.7657
sub-16,sub-16_sub-42,XGBoost,0.8902
sub-16,sub-16_sub-42,SVM,0.9260
sub-16,sub-16_sub-42,MLP_(Neural_Network),0.9608
sub-17,sub-17_sub-62,KNN,0.8997
sub-17,sub-17_sub-62,XGBoost,0.8285
sub-17,sub-17_sub-62,SVM,0.8857
sub-17,sub-17_sub-62,MLP_(Neural_Network),0.7748
sub-18,sub-18_sub-41,KNN,0.8447
sub-18,sub-18_sub-41,XGBoost,0.8473
sub-18,sub-18_sub-41,SVM,0.5790
sub-18,sub-18_sub-41,MLP_(Neural_Network),0.9109
sub-18,sub-18_sub-62,KNN,0.8493
sub-18,sub-18_sub-62,XGBoost,0.8963
sub-18,sub-18_sub-62,SVM,0.8789
sub-18,sub-18_sub-62,MLP_(Neural_Network),0.8389
sub-18,sub-18_sub-44,KNN,0.7213
sub-18,sub-18_sub-44,XGBoost,0.7134
sub-18,sub-18_sub-44,SVM,0.7590
sub-18,sub-18_sub-44,MLP_(Neural_Network),0.7984
sub-18,sub-18_sub-51,KNN,0.7445
sub-18,sub-18_sub-51,XGBoost,0.7289
sub-18,sub-18_sub-51,SVM,0.6121
sub-18,sub-18_sub-51,MLP_(Neural_Network),0.6861
sub-18,sub-18_sub-57,KNN,0.7917
sub-18,sub-18_sub-57,XGBoost,0.8250
sub-18,sub-18_sub-57,SVM,0.7370
sub-18,sub-18_sub-57,MLP_(Neural_Network),0.7704
sub-18,sub-18_sub-59,KNN,0.5749
sub-18,sub-18_sub-59,XGBoost,0.4649
sub-18,sub-18_sub-59,SVM,0.5092
sub-18,sub-18_sub-59,MLP_(Neural_Network),0.4667
sub-19,sub-19_sub-39,KNN,0.7295
sub-19,sub-19_sub-39,XGBoost,0.7201
sub-19,sub-19_sub-39,SVM,0.8622
sub-19,sub-19_sub-39,MLP_(Neural_Network),0.7683
sub-19,sub-19_sub-63,KNN,0.5694
sub-19,sub-19_sub-63,XGBoost,0.5193
sub-19,sub-19_sub-63,SVM,0.5808
sub-19,sub-19_sub-63,MLP_(Neural_Network),0.5369
sub-21,sub-21_sub-63,KNN,0.6396
sub-21,sub-21_sub-63,XGBoost,0.7487
sub-21,sub-21_sub-63,SVM,0.5942
sub-21,sub-21_sub-63,MLP_(Neural_Network),0.8412
sub-22,sub-22_sub-40,KNN,0.7548
sub-22,sub-22_sub-40,XGBoost,0.7156
sub-22,sub-22_sub-40,SVM,0.7879
