Subject,Fold,Model,Accuracy
sub-13,sub-5_sub-13_sub-24_sub-38_sub-44_sub-58,SVM,0.6747
sub-13,sub-5_sub-13_sub-24_sub-38_sub-44_sub-58,MLP_(Neural_Network),0.7267
sub-13,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58,KNN,0.7001
sub-13,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58,XGBoost,0.7918
sub-13,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58,SVM,0.7238
sub-13,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58,MLP_(Neural_Network),0.7590
sub-13,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61,KNN,0.6953
sub-13,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61,XGBoost,0.6647
sub-13,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61,SVM,0.6375
sub-13,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61,MLP_(Neural_Network),0.6985
sub-13,sub-2_sub-13_sub-36_sub-54_sub-57_sub-59,KNN,0.6191
sub-13,sub-2_sub-13_sub-36_sub-54_sub-57_sub-59,XGBoost,0.5274
sub-13,sub-2_sub-13_sub-36_sub-54_sub-57_sub-59,SVM,0.6500
sub-13,sub-2_sub-13_sub-36_sub-54_sub-57_sub-59,MLP_(Neural_Network),0.6364
sub-13,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54,KNN,0.6555
sub-13,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54,XGBoost,0.6484
sub-13,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54,SVM,0.6325
sub-13,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54,MLP_(Neural_Network),0.6468
sub-14,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56,KNN,0.6457
sub-14,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56,XGBoost,0.5728
sub-14,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56,SVM,0.7055
sub-14,sub-2_sub-6_sub-14_sub-44_sub-53_sub-56,MLP_(Neural_Network),0.6714
sub-14,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65,KNN,0.7891
sub-14,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65,XGBoost,0.8605
sub-14,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65,SVM,0.8559
sub-14,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65,MLP_(Neural_Network),0.8711
sub-14,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49,KNN,0.7745
sub-14,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49,XGBoost,0.7630
sub-14,sub-7_sub-14_sub-22_sub-39_sub-40_sub-49,SVM,0.8364
sub-14,sub-14_sub-28_sub-35_sub-59_sub-60_sub-61,KNN,0.6193
sub-14,sub-14_sub-28_sub-35_sub-59_sub-60_sub-61,XGBoost,0.5766
