Subject,Fold,Model,Accuracy
sub-1,sub-1_sub-61,KNN,0.5913
sub-1,sub-1_sub-61,XGBoost,0.6103
sub-1,sub-1_sub-61,SVM,0.4423
sub-1,sub-1_sub-61,MLP_(Neural_Network),0.4614
sub-1,sub-1_sub-65,KNN,0.5839
sub-1,sub-1_sub-65,XGBoost,0.4344
sub-1,sub-1_sub-65,SVM,0.4118
sub-1,sub-1_sub-65,MLP_(Neural_Network),0.4118
sub-2,sub-2_sub-39,KNN,0.5129
sub-2,sub-2_sub-39,XGBoost,0.5941
sub-2,sub-2_sub-39,SVM,0.4825
sub-2,sub-2_sub-39,MLP_(Neural_Network),0.6052
sub-2,sub-2_sub-54,KNN,0.5043
sub-2,sub-2_sub-54,XGBoost,0.4900
sub-2,sub-2_sub-54,SVM,0.5385
sub-2,sub-2_sub-54,MLP_(Neural_Network),0.5717
sub-3,sub-3_sub-60,KNN,0.2825
sub-3,sub-3_sub-60,XGBoost,0.3107
sub-3,sub-3_sub-60,SVM,0.3003
sub-3,sub-3_sub-60,MLP_(Neural_Network),0.3003
sub-3,sub-3_sub-62,KNN,0.7620
sub-3,sub-3_sub-62,XGBoost,0.6927
sub-3,sub-3_sub-62,SVM,0.6448
sub-3,sub-3_sub-62,MLP_(Neural_Network),0.6562
sub-4,sub-4_sub-44,KNN,0.5574
sub-4,sub-4_sub-44,XGBoost,0.5256
sub-4,sub-4_sub-44,SVM,0.6741
sub-4,sub-4_sub-44,MLP_(Neural_Network),0.4446
sub-5,sub-5_sub-56,KNN,0.5124
sub-5,sub-5_sub-56,XGBoost,0.6381
sub-5,sub-5_sub-56,SVM,0.5958
sub-5,sub-5_sub-56,MLP_(Neural_Network),0.6803
sub-5,sub-5_sub-38,KNN,0.6127
sub-5,sub-5_sub-38,XGBoost,0.5337
sub-5,sub-5_sub-38,SVM,0.4537
sub-5,sub-5_sub-38,MLP_(Neural_Network),0.4751
sub-6,sub-6_sub-54,KNN,0.5509
sub-6,sub-6_sub-54,XGBoost,0.4869
sub-6,sub-6_sub-54,SVM,0.4145
sub-6,sub-6_sub-54,MLP_(Neural_Network),0.4858
sub-6,sub-6_sub-49,KNN,0.5499
sub-6,sub-6_sub-49,XGBoost,0.5064
sub-6,sub-6_sub-49,SVM,0.5711
sub-6,sub-6_sub-49,MLP_(Neural_Network),0.5297
sub-7,sub-7_sub-58,KNN,0.4897
sub-7,sub-7_sub-58,XGBoost,0.6335
sub-7,sub-7_sub-58,SVM,0.5783
sub-7,sub-7_sub-58,MLP_(Neural_Network),0.5399
sub-7,sub-7_sub-48,KNN,0.5902
sub-7,sub-7_sub-48,XGBoost,0.6721
sub-7,sub-7_sub-48,SVM,0.4899
sub-7,sub-7_sub-48,MLP_(Neural_Network),0.6827
sub-7,sub-7_sub-49,KNN,0.6865
sub-7,sub-7_sub-49,XGBoost,0.8783
sub-7,sub-7_sub-49,SVM,0.5307
sub-7,sub-7_sub-49,MLP_(Neural_Network),0.7137
sub-8,sub-8_sub-37,KNN,0.5254
sub-8,sub-8_sub-37,XGBoost,0.4841
sub-8,sub-8_sub-37,SVM,0.6197
sub-8,sub-8_sub-37,MLP_(Neural_Network),0.5095
sub-8,sub-8_sub-49,KNN,0.6143
sub-8,sub-8_sub-49,XGBoost,0.6351
sub-8,sub-8_sub-49,SVM,0.4605
sub-8,sub-8_sub-49,MLP_(Neural_Network),0.5696
sub-11,sub-11_sub-59,KNN,0.5624
sub-11,sub-11_sub-59,XGBoost,0.4344
sub-11,sub-11_sub-59,SVM,0.4226
sub-11,sub-11_sub-59,MLP_(Neural_Network),0.4397
sub-11,sub-11_sub-54,KNN,0.5456
sub-11,sub-11_sub-54,XGBoost,0.5074
sub-11,sub-11_sub-54,SVM,0.5127
sub-11,sub-11_sub-54,MLP_(Neural_Network),0.5425
sub-13,sub-13_sub-59,KNN,0.5513
sub-13,sub-13_sub-59,XGBoost,0.4966
sub-13,sub-13_sub-59,SVM,0.4966
sub-13,sub-13_sub-59,MLP_(Neural_Network),0.4966
sub-14,sub-14_sub-44,KNN,0.5889
sub-14,sub-14_sub-44,XGBoost,0.6032
sub-14,sub-14_sub-44,SVM,0.5442
sub-14,sub-14_sub-44,MLP_(Neural_Network),0.4781
sub-14,sub-14_sub-58,KNN,0.4827
sub-14,sub-14_sub-58,XGBoost,0.5940
sub-14,sub-14_sub-58,SVM,0.5470
sub-14,sub-14_sub-58,MLP_(Neural_Network),0.5144
sub-14,sub-14_sub-61,KNN,0.4947
sub-14,sub-14_sub-61,XGBoost,0.5273
sub-14,sub-14_sub-61,SVM,0.5617
sub-14,sub-14_sub-61,MLP_(Neural_Network),0.5139
sub-15,sub-15_sub-61,KNN,0.4664
sub-15,sub-15_sub-61,XGBoost,0.4855
sub-15,sub-15_sub-61,SVM,0.5272
sub-15,sub-15_sub-61,MLP_(Neural_Network),0.4882
sub-15,sub-15_sub-51,KNN,0.4386
sub-15,sub-15_sub-51,XGBoost,0.5785
sub-15,sub-15_sub-51,SVM,0.5885
sub-15,sub-15_sub-51,MLP_(Neural_Network),0.5584
sub-15,sub-15_sub-41,KNN,0.5308
sub-15,sub-15_sub-41,XGBoost,0.4752
sub-15,sub-15_sub-41,SVM,0.5068
sub-15,sub-15_sub-41,MLP_(Neural_Network),0.5146
sub-15,sub-15_sub-64,KNN,0.5219
sub-15,sub-15_sub-64,XGBoost,0.5711
sub-15,sub-15_sub-64,SVM,0.8404
sub-15,sub-15_sub-64,MLP_(Neural_Network),0.7167
sub-16,sub-16_sub-42,KNN,0.4861
sub-16,sub-16_sub-42,XGBoost,0.5514
sub-16,sub-16_sub-42,SVM,0.6037
sub-16,sub-16_sub-42,MLP_(Neural_Network),0.5235
sub-17,sub-17_sub-62,KNN,0.5198
sub-17,sub-17_sub-62,XGBoost,0.5136
sub-17,sub-17_sub-62,SVM,0.7872
sub-17,sub-17_sub-62,MLP_(Neural_Network),0.4952
sub-18,sub-18_sub-41,KNN,0.5534
sub-18,sub-18_sub-41,XGBoost,0.5084
sub-18,sub-18_sub-41,SVM,0.5049
sub-18,sub-18_sub-41,MLP_(Neural_Network),0.5128
sub-18,sub-18_sub-62,KNN,0.7683
sub-18,sub-18_sub-62,XGBoost,0.5044
sub-18,sub-18_sub-62,SVM,0.4852
sub-18,sub-18_sub-62,MLP_(Neural_Network),0.4904
sub-18,sub-18_sub-44,KNN,0.6170
sub-18,sub-18_sub-44,XGBoost,0.6205
sub-18,sub-18_sub-44,SVM,0.4882
sub-18,sub-18_sub-44,MLP_(Neural_Network),0.5723
sub-18,sub-18_sub-51,KNN,0.3743
sub-18,sub-18_sub-51,XGBoost,0.5808
sub-18,sub-18_sub-51,SVM,0.5996
sub-18,sub-18_sub-51,MLP_(Neural_Network),0.5808
sub-18,sub-18_sub-57,KNN,0.4750
sub-18,sub-18_sub-57,XGBoost,0.5519
sub-18,sub-18_sub-57,SVM,0.5963
sub-18,sub-18_sub-57,MLP_(Neural_Network),0.8704
sub-18,sub-18_sub-59,KNN,0.5231
sub-18,sub-18_sub-59,XGBoost,0.5148
sub-18,sub-18_sub-59,SVM,0.5148
sub-18,sub-18_sub-59,MLP_(Neural_Network),0.5148
sub-19,sub-19_sub-39,KNN,0.5538
sub-19,sub-19_sub-39,XGBoost,0.5547
sub-19,sub-19_sub-39,SVM,0.8286
sub-19,sub-19_sub-39,MLP_(Neural_Network),0.5831
sub-19,sub-19_sub-63,KNN,0.4903
sub-19,sub-19_sub-63,XGBoost,0.5703
sub-19,sub-19_sub-63,SVM,0.5466
sub-19,sub-19_sub-63,MLP_(Neural_Network),0.5272
sub-21,sub-21_sub-63,KNN,0.5419
sub-21,sub-21_sub-63,XGBoost,0.5873
sub-21,sub-21_sub-63,SVM,0.5305
sub-21,sub-21_sub-63,MLP_(Neural_Network),0.5305
sub-22,sub-22_sub-40,KNN,0.5136
sub-22,sub-22_sub-40,XGBoost,0.5246
sub-22,sub-22_sub-40,SVM,0.6693
sub-22,sub-22_sub-40,MLP_(Neural_Network),0.6060
sub-23,sub-23_sub-56,KNN,0.4024
sub-23,sub-23_sub-56,XGBoost,0.7259
sub-23,sub-23_sub-56,SVM,0.7659
sub-23,sub-23_sub-56,MLP_(Neural_Network),0.6141
sub-24,sub-24_sub-55,KNN,0.5010
sub-24,sub-24_sub-55,XGBoost,0.6957
sub-24,sub-24_sub-55,SVM,0.6221
sub-24,sub-24_sub-55,MLP_(Neural_Network),0.5107
sub-24,sub-24_sub-48,KNN,0.5435
sub-24,sub-24_sub-48,XGBoost,0.7166
sub-24,sub-24_sub-48,SVM,0.4884
sub-24,sub-24_sub-48,MLP_(Neural_Network),0.4923
sub-24,sub-24_sub-42,KNN,0.7179
sub-24,sub-24_sub-42,XGBoost,0.6560
sub-24,sub-24_sub-42,SVM,0.4770
sub-24,sub-24_sub-42,MLP_(Neural_Network),0.6776
sub-28,sub-28_sub-38,KNN,0.5245
sub-28,sub-28_sub-38,XGBoost,0.5032
sub-28,sub-28_sub-38,SVM,0.5014
sub-28,sub-28_sub-38,MLP_(Neural_Network),0.5106
sub-28,sub-28_sub-47,KNN,0.5266
sub-28,sub-28_sub-47,XGBoost,0.5915
sub-28,sub-28_sub-47,SVM,0.5073
sub-28,sub-28_sub-47,MLP_(Neural_Network),0.5063
sub-30,sub-30_sub-49,KNN,0.6021
sub-30,sub-30_sub-49,XGBoost,0.4746
sub-30,sub-30_sub-49,SVM,0.6210
sub-30,sub-30_sub-49,MLP_(Neural_Network),0.9044
sub-30,sub-30_sub-54,KNN,0.6760
sub-30,sub-30_sub-54,XGBoost,0.4988
sub-30,sub-30_sub-54,SVM,0.3834
sub-30,sub-30_sub-54,MLP_(Neural_Network),0.3846
sub-33,sub-33_sub-56,KNN,0.5562
sub-33,sub-33_sub-56,XGBoost,0.6255
sub-33,sub-33_sub-56,SVM,0.5810
sub-33,sub-33_sub-56,MLP_(Neural_Network),0.6452
sub-35,sub-35_sub-50,KNN,0.4867
sub-35,sub-35_sub-50,XGBoost,0.5113
sub-35,sub-35_sub-50,SVM,0.5133
sub-35,sub-35_sub-50,MLP_(Neural_Network),0.5184
sub-35,sub-35_sub-39,KNN,0.5255
sub-35,sub-35_sub-39,XGBoost,0.4905
sub-35,sub-35_sub-39,SVM,0.8176
sub-35,sub-35_sub-39,MLP_(Neural_Network),0.4698
sub-36,sub-36_sub-44,KNN,0.5522
sub-36,sub-36_sub-44,XGBoost,0.5566
sub-36,sub-36_sub-44,SVM,0.5566
sub-36,sub-36_sub-44,MLP_(Neural_Network),0.5909
sub-37,sub-8_sub-37,KNN,0.5254
sub-37,sub-8_sub-37,XGBoost,0.4841
sub-37,sub-8_sub-37,SVM,0.6197
sub-37,sub-8_sub-37,MLP_(Neural_Network),0.5095
sub-38,sub-28_sub-38,KNN,0.5245
sub-38,sub-28_sub-38,XGBoost,0.5032
sub-38,sub-28_sub-38,SVM,0.5014
sub-38,sub-28_sub-38,MLP_(Neural_Network),0.5106
sub-38,sub-5_sub-38,KNN,0.6127
sub-38,sub-5_sub-38,XGBoost,0.5337
sub-38,sub-5_sub-38,SVM,0.4537
sub-38,sub-5_sub-38,MLP_(Neural_Network),0.4751
sub-39,sub-2_sub-39,KNN,0.5129
sub-39,sub-2_sub-39,XGBoost,0.5941
sub-39,sub-2_sub-39,SVM,0.4825
sub-39,sub-2_sub-39,MLP_(Neural_Network),0.6052
sub-39,sub-35_sub-39,KNN,0.5255
sub-39,sub-35_sub-39,XGBoost,0.4905
sub-39,sub-35_sub-39,SVM,0.8176
sub-39,sub-35_sub-39,MLP_(Neural_Network),0.4698
sub-39,sub-19_sub-39,KNN,0.5538
sub-39,sub-19_sub-39,XGBoost,0.5547
sub-39,sub-19_sub-39,SVM,0.8286
sub-39,sub-19_sub-39,MLP_(Neural_Network),0.5831
sub-40,sub-22_sub-40,KNN,0.5136
sub-40,sub-22_sub-40,XGBoost,0.5246
sub-40,sub-22_sub-40,SVM,0.6693
sub-40,sub-22_sub-40,MLP_(Neural_Network),0.6060
sub-41,sub-18_sub-41,KNN,0.5534
sub-41,sub-18_sub-41,XGBoost,0.5084
sub-41,sub-18_sub-41,SVM,0.5049
sub-41,sub-18_sub-41,MLP_(Neural_Network),0.5128
sub-41,sub-15_sub-41,KNN,0.5308
sub-41,sub-15_sub-41,XGBoost,0.4752
sub-41,sub-15_sub-41,SVM,0.5068
sub-41,sub-15_sub-41,MLP_(Neural_Network),0.5146
sub-42,sub-16_sub-42,KNN,0.4861
sub-42,sub-16_sub-42,XGBoost,0.5514
sub-42,sub-16_sub-42,SVM,0.6037
sub-42,sub-16_sub-42,MLP_(Neural_Network),0.5235
sub-42,sub-24_sub-42,KNN,0.7179
sub-42,sub-24_sub-42,XGBoost,0.6560
sub-42,sub-24_sub-42,SVM,0.4770
sub-42,sub-24_sub-42,MLP_(Neural_Network),0.6776
sub-44,sub-18_sub-44,KNN,0.6170
sub-44,sub-18_sub-44,XGBoost,0.6205
sub-44,sub-18_sub-44,SVM,0.4882
sub-44,sub-18_sub-44,MLP_(Neural_Network),0.5723
sub-44,sub-14_sub-44,KNN,0.5889
sub-44,sub-14_sub-44,XGBoost,0.6032
sub-44,sub-14_sub-44,SVM,0.5442
sub-44,sub-14_sub-44,MLP_(Neural_Network),0.4781
sub-44,sub-36_sub-44,KNN,0.5522
sub-44,sub-36_sub-44,XGBoost,0.5566
sub-44,sub-36_sub-44,SVM,0.5566
sub-44,sub-36_sub-44,MLP_(Neural_Network),0.5909
sub-44,sub-4_sub-44,KNN,0.5574
sub-44,sub-4_sub-44,XGBoost,0.5256
sub-44,sub-4_sub-44,SVM,0.6741
sub-44,sub-4_sub-44,MLP_(Neural_Network),0.4446
sub-47,sub-28_sub-47,KNN,0.5266
sub-47,sub-28_sub-47,XGBoost,0.5915
sub-47,sub-28_sub-47,SVM,0.5073
sub-47,sub-28_sub-47,MLP_(Neural_Network),0.5063
sub-48,sub-24_sub-48,KNN,0.5435
sub-48,sub-24_sub-48,XGBoost,0.7166
sub-48,sub-24_sub-48,SVM,0.4884
sub-48,sub-24_sub-48,MLP_(Neural_Network),0.4923
sub-48,sub-7_sub-48,KNN,0.5902
sub-48,sub-7_sub-48,XGBoost,0.6721
sub-48,sub-7_sub-48,SVM,0.4899
sub-48,sub-7_sub-48,MLP_(Neural_Network),0.6827
sub-49,sub-30_sub-49,KNN,0.6021
sub-49,sub-30_sub-49,XGBoost,0.4746
sub-49,sub-30_sub-49,SVM,0.6210
sub-49,sub-30_sub-49,MLP_(Neural_Network),0.9044
sub-49,sub-6_sub-49,KNN,0.5499
sub-49,sub-6_sub-49,XGBoost,0.5064
sub-49,sub-6_sub-49,SVM,0.5711
sub-49,sub-6_sub-49,MLP_(Neural_Network),0.5297
sub-49,sub-8_sub-49,KNN,0.6143
sub-49,sub-8_sub-49,XGBoost,0.6351
sub-49,sub-8_sub-49,SVM,0.4605
sub-49,sub-8_sub-49,MLP_(Neural_Network),0.5696
sub-49,sub-7_sub-49,KNN,0.6865
sub-49,sub-7_sub-49,XGBoost,0.8783
sub-49,sub-7_sub-49,SVM,0.5307
sub-49,sub-7_sub-49,MLP_(Neural_Network),0.7137
sub-50,sub-35_sub-50,KNN,0.4867
sub-50,sub-35_sub-50,XGBoost,0.5113
sub-50,sub-35_sub-50,SVM,0.5133
sub-50,sub-35_sub-50,MLP_(Neural_Network),0.5184
sub-51,sub-15_sub-51,KNN,0.4386
sub-51,sub-15_sub-51,XGBoost,0.5785
sub-51,sub-15_sub-51,SVM,0.5885
sub-51,sub-15_sub-51,MLP_(Neural_Network),0.5584
sub-51,sub-18_sub-51,KNN,0.3743
sub-51,sub-18_sub-51,XGBoost,0.5808
sub-51,sub-18_sub-51,SVM,0.5996
sub-51,sub-18_sub-51,MLP_(Neural_Network),0.5808
sub-54,sub-6_sub-54,KNN,0.5509
sub-54,sub-6_sub-54,XGBoost,0.4869
sub-54,sub-6_sub-54,SVM,0.4145
sub-54,sub-6_sub-54,MLP_(Neural_Network),0.4858
sub-54,sub-2_sub-54,KNN,0.5043
sub-54,sub-2_sub-54,XGBoost,0.4900
sub-54,sub-2_sub-54,SVM,0.5385
sub-54,sub-2_sub-54,MLP_(Neural_Network),0.5717
sub-54,sub-30_sub-54,KNN,0.6760
sub-54,sub-30_sub-54,XGBoost,0.4988
sub-54,sub-30_sub-54,SVM,0.3834
sub-54,sub-30_sub-54,MLP_(Neural_Network),0.3846
sub-54,sub-11_sub-54,KNN,0.5456
sub-54,sub-11_sub-54,XGBoost,0.5074
sub-54,sub-11_sub-54,SVM,0.5127
sub-54,sub-11_sub-54,MLP_(Neural_Network),0.5425
sub-55,sub-24_sub-55,KNN,0.5010
sub-55,sub-24_sub-55,XGBoost,0.6957
sub-55,sub-24_sub-55,SVM,0.6221
sub-55,sub-24_sub-55,MLP_(Neural_Network),0.5107
sub-56,sub-5_sub-56,KNN,0.5124
sub-56,sub-5_sub-56,XGBoost,0.6381
sub-56,sub-5_sub-56,SVM,0.5958
sub-56,sub-5_sub-56,MLP_(Neural_Network),0.6803
sub-56,sub-33_sub-56,KNN,0.5562
sub-56,sub-33_sub-56,XGBoost,0.6255
sub-56,sub-33_sub-56,SVM,0.5810
sub-56,sub-33_sub-56,MLP_(Neural_Network),0.6452
sub-56,sub-23_sub-56,KNN,0.4024
sub-56,sub-23_sub-56,XGBoost,0.7259
sub-56,sub-23_sub-56,SVM,0.7659
sub-56,sub-23_sub-56,MLP_(Neural_Network),0.6141
sub-57,sub-18_sub-57,KNN,0.4750
sub-57,sub-18_sub-57,XGBoost,0.5519
sub-57,sub-18_sub-57,SVM,0.5963
sub-57,sub-18_sub-57,MLP_(Neural_Network),0.8704
sub-58,sub-7_sub-58,KNN,0.4897
sub-58,sub-7_sub-58,XGBoost,0.6335
sub-58,sub-7_sub-58,SVM,0.5783
sub-58,sub-7_sub-58,MLP_(Neural_Network),0.5399
sub-58,sub-14_sub-58,KNN,0.4827
sub-58,sub-14_sub-58,XGBoost,0.5940
sub-58,sub-14_sub-58,SVM,0.5470
sub-58,sub-14_sub-58,MLP_(Neural_Network),0.5144
sub-59,sub-11_sub-59,KNN,0.5624
sub-59,sub-11_sub-59,XGBoost,0.4344
sub-59,sub-11_sub-59,SVM,0.4226
sub-59,sub-11_sub-59,MLP_(Neural_Network),0.4397
sub-59,sub-13_sub-59,KNN,0.5513
sub-59,sub-13_sub-59,XGBoost,0.4966
sub-59,sub-13_sub-59,SVM,0.4966
sub-59,sub-13_sub-59,MLP_(Neural_Network),0.4966
sub-59,sub-18_sub-59,KNN,0.5231
sub-59,sub-18_sub-59,XGBoost,0.5148
sub-59,sub-18_sub-59,SVM,0.5148
sub-59,sub-18_sub-59,MLP_(Neural_Network),0.5148
sub-60,sub-3_sub-60,KNN,0.2825
sub-60,sub-3_sub-60,XGBoost,0.3107
sub-60,sub-3_sub-60,SVM,0.3003
sub-60,sub-3_sub-60,MLP_(Neural_Network),0.3003
sub-61,sub-15_sub-61,KNN,0.4664
sub-61,sub-15_sub-61,XGBoost,0.4855
sub-61,sub-15_sub-61,SVM,0.5272
sub-61,sub-15_sub-61,MLP_(Neural_Network),0.4882
sub-61,sub-1_sub-61,KNN,0.5913
sub-61,sub-1_sub-61,XGBoost,0.6103
sub-61,sub-1_sub-61,SVM,0.4423
sub-61,sub-1_sub-61,MLP_(Neural_Network),0.4614
sub-61,sub-14_sub-61,KNN,0.4947
sub-61,sub-14_sub-61,XGBoost,0.5273
sub-61,sub-14_sub-61,SVM,0.5617
sub-61,sub-14_sub-61,MLP_(Neural_Network),0.5139
