hyperparam_n_neighbors,hyperparam_weights,hyperparam_metric,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
7,uniform,euclidean,0.5599037748047406,0.07149511277624154,0.9238949447498013,0.004475459884354613,0.5214403403881706,0.5600723159073734,0.5599037748047406,12
15,uniform,euclidean,0.5518479904870871,0.05354870893587394,0.9075000891994373,0.005062473656259629,0.4946536819290013,0.5993178423476041,0.5518479904870871,12
1,uniform,euclidean,0.5133997144451374,0.0397060995971514,1.0,0.0,0.38981058090153514,0.5036607643893433,0.5133997144451374,12
