hyperparam_hidden_layer_sizes,hyperparam_activation,hyperparam_alpha,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
[100],tanh,0.1,0.7431042446111578,0.14650122640890773,0.8035739380647171,0.021688848728953703,0.7231739141984442,0.7818696393066079,0.7431042446111578,50
"[150, 50]",tanh,0.1,0.7413130577580493,0.14598607154120358,0.8457084508256184,0.021492921063895908,0.7246763790389585,0.7544490550926981,0.7413130577580493,50
"[200, 100, 50]",tanh,0.1,0.7112436594279979,0.1449709829583242,0.8786639332489414,0.029373446962973976,0.6945632236555851,0.7257222101944616,0.7112436594279979,50
