hyperparam_C,hyperparam_kernel,hyperparam_gamma,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
0.1,linear,auto,0.7106824022119516,0.09028970729731667,0.7986656023108237,0.01046105697663868,0.6999886748613511,0.741226883377887,0.7106824022119516,12
0.1,rbf,auto,0.6533151562687685,0.08068470047842959,0.6964852754327131,0.00803573553854661,0.6252632001702726,0.7193532310079981,0.6533151562687685,12
0.1,poly,auto,0.651353772069738,0.08264623669083312,0.6896091256769687,0.008249785630220554,0.6240968130669549,0.7142978911143182,0.651353772069738,12
