model_name,best_test_accuracy,std_test_accuracy,best_train_accuracy,std_train_accuracy,test_f1,test_precision,test_recall,num_folds,total_tasks,best_hyperparams
SVM,0.7475834114427287,0.14070430628843156,0.7935994070606072,0.005583443449229461,0.7282594756358443,0.782493497635066,0.7475834114427287,50,150,"{'C': '0.1', 'kernel': 'linear', 'gamma': 'auto'}"
MLP (Neural Network),0.7431042446111578,0.14650122640890773,0.8035739380647171,0.021688848728953703,0.7231739141984442,0.7818696393066079,0.7431042446111578,50,150,"{'hidden_layer_sizes': [100], 'activation': 'tanh', 'alpha': '0.1'}"
KNN,0.7338136275246775,0.11975263559023024,0.8732453496908568,0.004845955497550025,0.7275209591511198,0.7480598505637253,0.7338136275246775,50,150,"{'n_neighbors': 15, 'weights': 'uniform', 'metric': 'euclidean'}"
XGBoost,0.7187212973837752,0.15208169577142328,0.9998736627069824,0.00012989832040930066,0.7063171105904538,0.7338912486672561,0.7187212973837752,50,150,"{'n_estimators': '100', 'max_depth': '9', 'learning_rate': '0.2', 'subsample': '0.7'}"
