hyperparam_hidden_layer_sizes,hyperparam_activation,hyperparam_alpha,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
"[200, 100, 50]",tanh,0.1,0.5444393959719945,0.07751917774053312,0.993803588747118,0.0026643233234024183,0.42672386457116646,0.6507923858001463,0.5444393959719945,50
"[150, 50]",tanh,0.1,0.54161421573327,0.06787504904291607,0.9931198070206184,0.0017453944133899476,0.43438995143163245,0.676281345731453,0.54161421573327,50
[100],tanh,0.1,0.5407310774532703,0.06125932232146337,0.9837824536340155,0.0032662087860026337,0.4341895188723144,0.7093040962597204,0.5407310774532703,50
