Subject,Fold,Model,Accuracy
sub-1,sub-1_sub-61,KNN,0.7363
sub-1,sub-1_sub-61,MLP_(Neural_Network),0.8590
sub-1,sub-1_sub-61,SVM,1.0000
sub-1,sub-1_sub-61,XGBoost,0.8773
sub-1,sub-1_sub-65,KNN,0.9034
sub-1,sub-1_sub-65,MLP_(Neural_Network),0.7963
sub-1,sub-1_sub-65,SVM,1.0000
sub-1,sub-1_sub-65,XGBoost,0.9347
sub-2,sub-2_sub-39,KNN,0.5086
sub-2,sub-2_sub-39,MLP_(Neural_Network),0.6061
sub-2,sub-2_sub-39,SVM,0.7055
sub-2,sub-2_sub-39,XGBoost,0.6214
sub-2,sub-2_sub-54,KNN,0.5029
sub-2,sub-2_sub-54,MLP_(Neural_Network),0.3212
sub-2,sub-2_sub-54,SVM,0.7170
sub-2,sub-2_sub-54,XGBoost,0.4837
sub-3,sub-3_sub-60,KNN,0.5961
sub-3,sub-3_sub-60,MLP_(Neural_Network),0.9606
sub-3,sub-3_sub-60,SVM,0.6059
sub-3,sub-3_sub-60,XGBoost,0.9261
sub-3,sub-3_sub-62,KNN,0.5714
sub-3,sub-3_sub-62,MLP_(Neural_Network),0.9310
sub-3,sub-3_sub-62,SVM,0.9310
sub-3,sub-3_sub-62,XGBoost,0.9015
sub-4,sub-4_sub-44,KNN,0.7638
sub-4,sub-4_sub-44,MLP_(Neural_Network),0.9647
sub-4,sub-4_sub-44,SVM,0.9978
sub-4,sub-4_sub-44,XGBoost,0.9227
sub-5,sub-5_sub-38,KNN,0.8086
sub-5,sub-5_sub-38,MLP_(Neural_Network),0.7505
sub-5,sub-5_sub-38,SVM,0.9935
sub-5,sub-5_sub-38,XGBoost,0.6860
sub-5,sub-5_sub-56,KNN,0.7828
sub-5,sub-5_sub-56,MLP_(Neural_Network),0.9054
sub-5,sub-5_sub-56,SVM,0.9914
sub-5,sub-5_sub-56,XGBoost,0.6301
sub-6,sub-6_sub-49,KNN,0.2671
sub-6,sub-6_sub-49,MLP_(Neural_Network),0.4374
sub-6,sub-6_sub-49,SVM,0.4752
sub-6,sub-6_sub-49,XGBoost,0.3215
sub-6,sub-6_sub-54,KNN,0.2648
sub-6,sub-6_sub-54,MLP_(Neural_Network),0.4208
sub-6,sub-6_sub-54,SVM,0.4728
sub-6,sub-6_sub-54,XGBoost,0.3097
sub-7,sub-7_sub-48,KNN,0.8189
sub-7,sub-7_sub-48,MLP_(Neural_Network),0.8484
sub-7,sub-7_sub-48,SVM,0.9862
sub-7,sub-7_sub-48,XGBoost,0.9646
sub-7,sub-7_sub-49,KNN,0.7106
sub-7,sub-7_sub-49,MLP_(Neural_Network),0.8898
sub-7,sub-7_sub-49,SVM,0.9980
sub-7,sub-7_sub-49,XGBoost,0.9311
sub-7,sub-7_sub-58,KNN,0.8524
sub-7,sub-7_sub-58,MLP_(Neural_Network),0.9390
sub-7,sub-7_sub-58,SVM,0.9980
sub-7,sub-7_sub-58,XGBoost,0.9606
sub-8,sub-8_sub-37,KNN,0.9233
sub-8,sub-8_sub-37,MLP_(Neural_Network),0.9910
sub-8,sub-8_sub-37,SVM,0.9932
sub-8,sub-8_sub-37,XGBoost,0.9910
sub-8,sub-8_sub-49,KNN,0.9233
sub-8,sub-8_sub-49,MLP_(Neural_Network),0.9932
sub-8,sub-8_sub-49,SVM,0.9865
sub-8,sub-8_sub-49,XGBoost,0.9865
sub-11,sub-11_sub-54,KNN,0.5752
sub-11,sub-11_sub-54,MLP_(Neural_Network),0.9636
sub-11,sub-11_sub-54,SVM,0.8981
sub-11,sub-11_sub-54,XGBoost,0.8956
sub-11,sub-11_sub-59,KNN,0.6772
sub-11,sub-11_sub-59,MLP_(Neural_Network),0.8180
sub-11,sub-11_sub-59,SVM,0.8835
sub-11,sub-11_sub-59,XGBoost,0.8981
sub-13,sub-13_sub-59,KNN,0.7780
sub-13,sub-13_sub-59,MLP_(Neural_Network),0.6583
sub-13,sub-13_sub-59,SVM,0.8649
sub-13,sub-13_sub-59,XGBoost,0.5946
sub-14,sub-14_sub-44,KNN,0.7383
sub-14,sub-14_sub-44,MLP_(Neural_Network),0.8187
sub-14,sub-14_sub-44,SVM,0.9944
sub-14,sub-14_sub-44,XGBoost,0.6654
sub-14,sub-14_sub-58,KNN,0.8654
sub-14,sub-14_sub-58,MLP_(Neural_Network),0.9682
sub-14,sub-14_sub-58,SVM,0.9720
sub-14,sub-14_sub-58,XGBoost,0.7458
sub-14,sub-14_sub-61,KNN,0.8505
