hyperparam_n_neighbors,hyperparam_weights,hyperparam_metric,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
7,uniform,euclidean,0.6448639157155399,0.0,0.7651598676957001,0.0,0.6574164887997822,0.6980698080911083,0.6448639157155399,1
15,uniform,euclidean,0.6444249341527656,0.0,0.7268283719220875,0.0,0.6557455142297488,0.7015688988059547,0.6444249341527656,1
1,uniform,euclidean,0.6278899619549312,0.0,1.0,0.0,0.6393948744831006,0.66581365587086,0.6278899619549312,1
