model_name,best_test_accuracy,std_test_accuracy,best_train_accuracy,std_train_accuracy,test_f1,test_precision,test_recall,num_folds,total_tasks,best_hyperparams
SVM,0.6044855306032366,0.12289942696471089,0.8503542767559246,0.00492720874009907,0.5326944594909219,0.704792477363053,0.6044855306032366,50,50,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}"
KNN,0.5726355176316686,0.09848768792139038,0.9050690668706726,0.0033607780174201296,0.5312874015630435,0.6145006621626825,0.5726355176316686,50,50,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}"
MLP (Neural Network),0.5542245014380902,0.1271631725663715,0.9928776676990698,0.001449522620074283,0.4473730707575314,0.6644861870620333,0.5542245014380902,50,50,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}"
XGBoost,0.5499669347705144,0.08320139249573848,0.977417206304005,0.002065580692054509,0.4554677883811745,0.6365027011898026,0.5499669347705144,50,50,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}"
