fold_name,fold_id,accuracy,test_f1,test_precision,test_recall,train_accuracy,task_id,path
sub-3_sub-60,38,0.3979289940828402,0.33353304675570866,0.730022296860946,0.3979289940828402,0.7919784773331684,MLP_(Neural_Network)_38_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-3_sub-60/task_MLP_(Neural_Network)_38_0811/results.json
sub-13_sub-59,2,0.46404602109300097,0.44330080035210667,0.45917733599747507,0.46404602109300097,0.8231209533639862,MLP_(Neural_Network)_2_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-13_sub-59/task_MLP_(Neural_Network)_2_0811/results.json
sub-1_sub-61,20,0.48040313549832026,0.3672993990355979,0.7225466306532525,0.48040313549832026,0.7789296721770804,MLP_(Neural_Network)_20_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-1_sub-61/task_MLP_(Neural_Network)_20_0811/results.json
sub-18_sub-59,16,0.48706099815157117,0.3728558307945476,0.41175639060457153,0.48706099815157117,0.8316735563071527,MLP_(Neural_Network)_16_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-18_sub-59/task_MLP_(Neural_Network)_16_0811/results.json
sub-15_sub-61,8,0.5036297640653358,0.4528384190368697,0.4742028900043703,0.5036297640653358,0.8155866131862622,MLP_(Neural_Network)_8_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-15_sub-61/task_MLP_(Neural_Network)_8_0811/results.json
sub-35_sub-50,36,0.5204918032786885,0.38282681670717317,0.600875664008147,0.5204918032786885,0.7771396466695799,MLP_(Neural_Network)_36_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-35_sub-50/task_MLP_(Neural_Network)_36_0811/results.json
sub-11_sub-59,1,0.535752401280683,0.4637014139764507,0.7150265266499448,0.535752401280683,0.8306574804376968,MLP_(Neural_Network)_1_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-11_sub-59/task_MLP_(Neural_Network)_1_0811/results.json
sub-15_sub-51,7,0.5482897384305835,0.5359666455713279,0.5321665440891444,0.5482897384305835,0.8164272329793879,MLP_(Neural_Network)_7_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-15_sub-51/task_MLP_(Neural_Network)_7_0811/results.json
sub-14_sub-61,5,0.5722488038277512,0.5098202582164496,0.6270065307882192,0.5722488038277512,0.8171666301729801,MLP_(Neural_Network)_5_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-14_sub-61/task_MLP_(Neural_Network)_5_0811/results.json
sub-19_sub-63,19,0.5949033391915641,0.5305279569612548,0.6576638185870336,0.5949033391915641,0.8030493160998871,MLP_(Neural_Network)_19_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-19_sub-63/task_MLP_(Neural_Network)_19_0811/results.json
sub-6_sub-54,44,0.6190975865687304,0.6058342224205576,0.6156671879802873,0.6190975865687304,0.8061507750849942,MLP_(Neural_Network)_44_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-6_sub-54/task_MLP_(Neural_Network)_44_0811/results.json
sub-21_sub-63,22,0.6239092495636999,0.5544459798433291,0.7469155962142308,0.6239092495636999,0.784329107568721,MLP_(Neural_Network)_22_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-21_sub-63/task_MLP_(Neural_Network)_22_0811/results.json
sub-36_sub-44,37,0.636523266022827,0.628578154324116,0.6550244229407675,0.636523266022827,0.7653960784313726,MLP_(Neural_Network)_37_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-36_sub-44/task_MLP_(Neural_Network)_37_0811/results.json
sub-1_sub-65,21,0.6483870967741936,0.6301075778151112,0.7862907121707964,0.6483870967741936,0.7993392345094128,MLP_(Neural_Network)_21_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-1_sub-65/task_MLP_(Neural_Network)_21_0811/results.json
sub-5_sub-38,41,0.6751219512195122,0.65582077441834,0.7750717993692315,0.6751219512195122,0.787958360686486,MLP_(Neural_Network)_41_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-5_sub-38/task_MLP_(Neural_Network)_41_0811/results.json
sub-18_sub-51,14,0.6819603753910324,0.6556867676308075,0.6941908725864983,0.6819603753910324,0.822679769146779,MLP_(Neural_Network)_14_0811,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/Anova_L_2_incomplete_ml_results/MLP_(Neural_Network)/sub-18_sub-51/task_MLP_(Neural_Network)_14_0811/results.json
