experiment,experiment_dir,experiment_type,feature_set,holdout_size_P,model,fold_id,task_id,hyperparams,test_accuracy,train_accuracy,test_f1,test_precision,test_recall,source_file
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60,task_KNN_0_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7018430439952438,0.8778414839797639,0.7006045369657484,0.7085998289946831,0.7018430439952438,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_KNN_0_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60,task_KNN_0_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6524970273483948,1.0,0.6521990959096675,0.6548266748800889,0.6524970273483948,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_KNN_0_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60,task_KNN_0_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7036266349583828,0.8935919055649241,0.702575849584702,0.7097069737456329,0.7036266349583828,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-10_sub-17_sub-30_sub-41_sub-44_sub-60/task_KNN_0_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46,task_KNN_1_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5064159952253059,0.8812662239153154,0.49934675346406954,0.5184689350310269,0.5064159952253059,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-10_sub-32_sub-36_sub-38_sub-43_sub-46/task_KNN_1_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46,task_KNN_1_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5159653834676216,1.0,0.5130093043592306,0.5250355050808061,0.5159653834676216,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-10_sub-32_sub-36_sub-38_sub-43_sub-46/task_KNN_1_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-10_sub-32_sub-36_sub-38_sub-43_sub-46,task_KNN_1_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5111906893464637,0.8986279203047568,0.5059808729401484,0.5221469791368679,0.5111906893464637,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-10_sub-32_sub-36_sub-38_sub-43_sub-46/task_KNN_1_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-25_sub-30_sub-45_sub-57_sub-59,task_KNN_2_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5567311200291865,0.878373468106894,0.5589703960188037,0.5656193105128076,0.5567311200291865,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-25_sub-30_sub-45_sub-57_sub-59/task_KNN_2_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-25_sub-30_sub-45_sub-57_sub-59,task_KNN_2_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.549799343305363,1.0,0.5519228172917161,0.5568909228799753,0.549799343305363,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-25_sub-30_sub-45_sub-57_sub-59/task_KNN_2_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-25_sub-30_sub-45_sub-57_sub-59,task_KNN_2_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.553082816490332,0.8954513923297989,0.5552842281327287,0.5610889902913815,0.553082816490332,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-25_sub-30_sub-45_sub-57_sub-59/task_KNN_2_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-27_sub-32_sub-43_sub-52_sub-64,task_KNN_3_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.722816706938212,0.8746223063386127,0.7221446480357986,0.7416251786177812,0.722816706938212,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-27_sub-32_sub-43_sub-52_sub-64/task_KNN_3_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-27_sub-32_sub-43_sub-52_sub-64,task_KNN_3_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6872626855367622,1.0,0.6878607838363857,0.6948911453795926,0.6872626855367622,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-27_sub-32_sub-43_sub-52_sub-64/task_KNN_3_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-27_sub-32_sub-43_sub-52_sub-64,task_KNN_3_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7204004142216086,0.8903277218846498,0.7204096757866486,0.7338092547285782,0.7204004142216086,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-27_sub-32_sub-43_sub-52_sub-64/task_KNN_3_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-34_sub-35_sub-37_sub-47_sub-56,task_KNN_4_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7592463363572924,0.8706381849542258,0.7580289860709444,0.7602821697548146,0.7592463363572924,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-34_sub-35_sub-37_sub-47_sub-56/task_KNN_4_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-34_sub-35_sub-37_sub-47_sub-56,task_KNN_4_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6618981158408932,1.0,0.6610955628185657,0.6613029594027379,0.6618981158408932,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-34_sub-35_sub-37_sub-47_sub-56/task_KNN_4_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-11_sub-34_sub-35_sub-37_sub-47_sub-56,task_KNN_4_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7306350314026517,0.8878532572641634,0.7294710425244363,0.7309856129369872,0.7306350314026517,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-11_sub-34_sub-35_sub-37_sub-47_sub-56/task_KNN_4_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64,task_KNN_5_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7752218205718041,0.8699075773247472,0.7749534468279504,0.776233806948741,0.7752218205718041,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-12_sub-17_sub-33_sub-40_sub-53_sub-64/task_KNN_5_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64,task_KNN_5_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.70982582977325,1.0,0.7092605011465647,0.7111031960187626,0.70982582977325,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-12_sub-17_sub-33_sub-40_sub-53_sub-64/task_KNN_5_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64,task_KNN_5_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7558330594807755,0.8859897901304594,0.7554769508365724,0.7569979367953367,0.7558330594807755,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-12_sub-17_sub-33_sub-40_sub-53_sub-64/task_KNN_5_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58,task_KNN_6_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.8352515619861888,0.8634104026957595,0.8351535993726171,0.8354222633400429,0.8352515619861888,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-13_sub-20_sub-26_sub-48_sub-57_sub-58/task_KNN_6_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58,task_KNN_6_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.7000986517592898,1.0,0.6996746716913722,0.7002721847870749,0.7000986517592898,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-13_sub-20_sub-26_sub-48_sub-57_sub-58/task_KNN_6_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-13_sub-20_sub-26_sub-48_sub-57_sub-58,task_KNN_6_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7905294311081881,0.8843959563607247,0.7904470997242635,0.7905512162730999,0.7905294311081881,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-13_sub-20_sub-26_sub-48_sub-57_sub-58/task_KNN_6_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61,task_KNN_7_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7250316055625791,0.8744053601340034,0.7247585529335278,0.7272540682134054,0.7250316055625791,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-13_sub-20_sub-33_sub-41_sub-48_sub-61/task_KNN_7_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61,task_KNN_7_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6302149178255373,1.0,0.630254814733463,0.6304578792538762,0.6302149178255374,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-13_sub-20_sub-33_sub-41_sub-48_sub-61/task_KNN_7_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-13_sub-20_sub-33_sub-41_sub-48_sub-61,task_KNN_7_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.695322376738306,0.894572864321608,0.694894728925575,0.6978637252153912,0.695322376738306,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-13_sub-20_sub-33_sub-41_sub-48_sub-61/task_KNN_7_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65,task_KNN_8_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7890675241157556,0.8719903691813804,0.7890756400449397,0.7890896305817425,0.7890675241157556,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-21_sub-32_sub-49_sub-57_sub-65/task_KNN_8_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65,task_KNN_8_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6903536977491962,1.0,0.6901906894159124,0.690317088913371,0.6903536977491962,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-21_sub-32_sub-49_sub-57_sub-65/task_KNN_8_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-21_sub-32_sub-49_sub-57_sub-65,task_KNN_8_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7588424437299035,0.893525949705725,0.7587985259252371,0.758817413737149,0.7588424437299035,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-21_sub-32_sub-49_sub-57_sub-65/task_KNN_8_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-28_sub-35_sub-59_sub-60_sub-61,task_KNN_9_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6193274567417565,0.8759640746552703,0.5692878639483465,0.7101886590451719,0.6193274567417565,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-28_sub-35_sub-59_sub-60_sub-61/task_KNN_9_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-28_sub-35_sub-59_sub-60_sub-61,task_KNN_9_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.603656545870062,1.0,0.5789088018127209,0.6296913596451896,0.603656545870062,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-28_sub-35_sub-59_sub-60_sub-61/task_KNN_9_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-28_sub-35_sub-59_sub-60_sub-61,task_KNN_9_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.614103819784525,0.8930920503489032,0.5713239473328119,0.6797012916609146,0.614103819784525,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-28_sub-35_sub-59_sub-60_sub-61/task_KNN_9_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-32_sub-35_sub-41_sub-60_sub-65,task_KNN_10_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7295409181636726,0.8669021594241536,0.7233744423350408,0.7706197249689934,0.7295409181636726,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-32_sub-35_sub-41_sub-60_sub-65/task_KNN_10_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-32_sub-35_sub-41_sub-60_sub-65,task_KNN_10_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6766467065868264,1.0,0.6745118410872057,0.6916096329474543,0.6766467065868264,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-32_sub-35_sub-41_sub-60_sub-65/task_KNN_10_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-14_sub-32_sub-35_sub-41_sub-60_sub-65,task_KNN_10_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.716566866267465,0.8863303119168222,0.711795057228538,0.7477086698910504,0.716566866267465,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-14_sub-32_sub-35_sub-41_sub-60_sub-65/task_KNN_10_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-21_sub-36_sub-38_sub-61_sub-63,task_KNN_11_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5777579542075528,0.8786212943914202,0.5763107845768546,0.5767583248244055,0.5777579542075528,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-21_sub-36_sub-38_sub-61_sub-63/task_KNN_11_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-21_sub-36_sub-38_sub-61_sub-63,task_KNN_11_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5652691049658043,1.0,0.5644702956218356,0.5644457921890723,0.5652691049658043,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-21_sub-36_sub-38_sub-61_sub-63/task_KNN_11_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-21_sub-36_sub-38_sub-61_sub-63,task_KNN_11_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5756764793339281,0.8964621766550875,0.5742062314575307,0.5746516074087988,0.5756764793339281,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-21_sub-36_sub-38_sub-61_sub-63/task_KNN_11_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-24_sub-26_sub-41_sub-52_sub-53,task_KNN_12_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7577741407528642,0.8764978804365967,0.7576337963274564,0.759322182484399,0.7577741407528642,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-24_sub-26_sub-41_sub-52_sub-53/task_KNN_12_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-24_sub-26_sub-41_sub-52_sub-53,task_KNN_12_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6890343698854338,1.0,0.6888215882942517,0.6904655200415721,0.6890343698854338,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-24_sub-26_sub-41_sub-52_sub-53/task_KNN_12_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-24_sub-26_sub-41_sub-52_sub-53,task_KNN_12_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7459901800327332,0.8967255248840081,0.7458070553216969,0.7477071177770295,0.7459901800327332,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-24_sub-26_sub-41_sub-52_sub-53/task_KNN_12_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-27_sub-29_sub-45_sub-55_sub-62,task_KNN_13_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.787359900373599,0.8711160324810415,0.7873611168191206,0.7873624859211543,0.787359900373599,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-27_sub-29_sub-45_sub-55_sub-62/task_KNN_13_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-27_sub-29_sub-45_sub-55_sub-62,task_KNN_13_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.7322540473225405,1.0,0.732257057762701,0.7327377408614745,0.7322540473225405,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-27_sub-29_sub-45_sub-55_sub-62/task_KNN_13_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-15_sub-27_sub-29_sub-45_sub-55_sub-62,task_KNN_13_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7727272727272727,0.8878934299711428,0.7727456916114761,0.7728366101425361,0.7727272727272727,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-15_sub-27_sub-29_sub-45_sub-55_sub-62/task_KNN_13_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58,task_KNN_14_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6855869242199109,0.8854598806030558,0.6859015172542794,0.6865688764721551,0.6855869242199109,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-16_sub-27_sub-31_sub-40_sub-43_sub-58/task_KNN_14_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58,task_KNN_14_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6356612184249628,1.0,0.6362167559843076,0.6384968044240319,0.6356612184249628,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-16_sub-27_sub-31_sub-40_sub-43_sub-58/task_KNN_14_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58,task_KNN_14_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6731054977711739,0.90171675267294,0.673510542722491,0.6745657757930955,0.6731054977711739,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-16_sub-27_sub-31_sub-40_sub-43_sub-58/task_KNN_14_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-17_sub-34_sub-36_sub-37_sub-58_sub-64,task_KNN_15_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7625612745098039,0.8736470588235294,0.7624442809085489,0.767035705778274,0.7625612745098039,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-17_sub-34_sub-36_sub-37_sub-58_sub-64/task_KNN_15_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-17_sub-34_sub-36_sub-37_sub-58_sub-64,task_KNN_15_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6878063725490197,1.0,0.687935532773685,0.6897143791242509,0.6878063725490197,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-17_sub-34_sub-36_sub-37_sub-58_sub-64/task_KNN_15_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-17_sub-34_sub-36_sub-37_sub-58_sub-64,task_KNN_15_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7392769607843137,0.8923361344537815,0.7393149181304463,0.7421165276409455,0.7392769607843137,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-17_sub-34_sub-36_sub-37_sub-58_sub-64/task_KNN_15_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-17_sub-35_sub-36_sub-50_sub-55_sub-60,task_KNN_16_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7071823204419889,0.8777432608477803,0.705332336323987,0.7090182864873816,0.7071823204419889,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-17_sub-35_sub-36_sub-50_sub-55_sub-60/task_KNN_16_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-17_sub-35_sub-36_sub-50_sub-55_sub-60,task_KNN_16_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6769580760480988,1.0,0.6758980839188854,0.6771242193060442,0.6769580760480988,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-17_sub-35_sub-36_sub-50_sub-55_sub-60/task_KNN_16_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-17_sub-35_sub-36_sub-50_sub-55_sub-60,task_KNN_16_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7006824829379266,0.8950462638206901,0.6996157589328064,0.7011894618159761,0.7006824829379266,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-17_sub-35_sub-36_sub-50_sub-55_sub-60/task_KNN_16_9928/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48,task_KNN_17_0124,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.749088498508452,0.8725205853918725,0.7461491901218139,0.7804894252501179,0.749088498508452,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-18_sub-24_sub-30_sub-42_sub-43_sub-48/task_KNN_17_0124/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48,task_KNN_17_2825,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6910838581372224,1.0,0.6889029495911738,0.7114883354423206,0.6910838581372224,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-18_sub-24_sub-30_sub-42_sub-43_sub-48/task_KNN_17_2825/results.json
ANOVA_L_6_Random,grid_50_random_folds/ANOVA_L_6_complete,LPSO_Random_50,ANOVA,6,KNN,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48,task_KNN_17_9928,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7364932051706994,0.890955762242891,0.7339144605662694,0.7637777260312618,0.7364932051706994,grid_50_random_folds/ANOVA_L_6_complete/KNN/sub-18_sub-24_sub-30_sub-42_sub-43_sub-48/task_KNN_17_9928/results.json
