fold_name,fold_id,accuracy,test_f1,test_precision,test_recall,train_accuracy,task_id,path
sub-3_sub-60,37,0.30029585798816566,0.13870320630625174,0.09017760232484856,0.30029585798816566,0.9842600037108046,MLP_(Neural_Network)_37_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-3_sub-60/task_MLP_(Neural_Network)_37_8410/results.json
sub-30_sub-54,32,0.3822843822843823,0.2114490343832671,0.14614134893855174,0.3822843822843823,0.9815586515735788,MLP_(Neural_Network)_32_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-30_sub-54/task_MLP_(Neural_Network)_32_8410/results.json
sub-3_sub-62,38,0.38287153652392947,0.33312558695272343,0.8192249955474137,0.38287153652392947,0.9825574177529485,MLP_(Neural_Network)_38_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-3_sub-62/task_MLP_(Neural_Network)_38_8410/results.json
sub-1_sub-65,0,0.4118279569892473,0.24025911275991124,0.16960226615793733,0.4118279569892473,0.9803640443834933,MLP_(Neural_Network)_0_0169,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-1_sub-65/task_MLP_(Neural_Network)_0_0169/results.json
sub-6_sub-54,43,0.4354669464847849,0.2832978958118938,0.3798376588048769,0.4354669464847849,0.9815351985278064,MLP_(Neural_Network)_43_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-6_sub-54/task_MLP_(Neural_Network)_43_8410/results.json
sub-11_sub-54,0,0.43630573248407645,0.27123942018253405,0.4319794854826702,0.43630573248407645,0.9835370416562734,MLP_(Neural_Network)_0_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-11_sub-54/task_MLP_(Neural_Network)_0_8410/results.json
sub-11_sub-59,1,0.439701173959445,0.26857951619168474,0.19333712238131415,0.439701173959445,0.98360195778907,MLP_(Neural_Network)_1_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-11_sub-59/task_MLP_(Neural_Network)_1_8410/results.json
sub-1_sub-61,20,0.46136618141097424,0.32491203494527804,0.7612306105097258,0.46136618141097424,0.9840602720961364,MLP_(Neural_Network)_20_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-1_sub-61/task_MLP_(Neural_Network)_20_8410/results.json
sub-5_sub-38,40,0.46146341463414636,0.3000744071419731,0.7537664580185625,0.46146341463414636,0.9857763606239645,MLP_(Neural_Network)_40_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-5_sub-38/task_MLP_(Neural_Network)_40_8410/results.json
sub-28_sub-38,27,0.492151431209603,0.3346420066787467,0.7524652362745781,0.492151431209603,0.9840906955623062,MLP_(Neural_Network)_27_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-28_sub-38/task_MLP_(Neural_Network)_27_8410/results.json
sub-13_sub-59,2,0.4966442953020134,0.32961146055918383,0.2466555560560335,0.4966442953020134,0.9840793218854587,MLP_(Neural_Network)_2_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-13_sub-59/task_MLP_(Neural_Network)_2_8410/results.json
sub-24_sub-48,25,0.5067698259187621,0.36000163663263113,0.7545997656049013,0.5067698259187621,0.9848030018761726,MLP_(Neural_Network)_25_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-24_sub-48/task_MLP_(Neural_Network)_25_8410/results.json
sub-35_sub-50,35,0.5092213114754098,0.34362931677295133,0.2593063440607363,0.5092213114754098,0.9829265247518572,MLP_(Neural_Network)_35_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-35_sub-50/task_MLP_(Neural_Network)_35_8410/results.json
sub-8_sub-37,47,0.5095338983050848,0.38304736315526294,0.7601804822838328,0.5095338983050848,0.9846273776114749,MLP_(Neural_Network)_47_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-8_sub-37/task_MLP_(Neural_Network)_47_8410/results.json
sub-24_sub-55,26,0.5106589147286822,0.367154516315782,0.7553294573643411,0.5106589147286822,0.9805202926646238,MLP_(Neural_Network)_26_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-24_sub-55/task_MLP_(Neural_Network)_26_8410/results.json
sub-30_sub-49,31,0.51357733175915,0.4473316293195089,0.7843964389418935,0.51357733175915,0.9814406068330899,MLP_(Neural_Network)_31_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-30_sub-49/task_MLP_(Neural_Network)_31_8410/results.json
sub-18_sub-41,12,0.5136804942630185,0.37121942152069937,0.7555234975672396,0.5136804942630185,0.983626611461372,MLP_(Neural_Network)_12_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-18_sub-41/task_MLP_(Neural_Network)_12_8410/results.json
sub-18_sub-59,16,0.5147874306839186,0.3498921279938288,0.26500609879015036,0.5147874306839186,0.984091193786797,MLP_(Neural_Network)_16_8410,/Users/user/projects/eeg-full-pipeline/data/HPC_All_Data/grid_50_random_folds/PCA_L_2_ml_results/MLP_(Neural_Network)/sub-18_sub-59/task_MLP_(Neural_Network)_16_8410/results.json
