hyperparam_hidden_layer_sizes,hyperparam_activation,hyperparam_alpha,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
"[150, 50]",tanh,0.1,0.9401521802750951,0.0,0.9449467107681,0.0,0.94151858739017,0.9475913704001542,0.9401521802750951,1
"[200, 100, 50]",tanh,0.1,0.9353233830845771,0.0,0.9413818449099596,0.0,0.9361295628532437,0.9454070928903788,0.9353233830845771,1
[100],tanh,0.1,0.8896693005560433,0.0,0.8973539140022051,0.0,0.889665744053222,0.895323247790888,0.8896693005560433,1
