hyperparam_hidden_layer_sizes,hyperparam_activation,hyperparam_alpha,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
[100],tanh,0.1,0.6933305372593694,0.08320950835127176,0.810782321066478,0.01610376538206855,0.6818600543645333,0.7278900948805904,0.6933305372593694,12
"[150, 50]",tanh,0.1,0.6811298560566179,0.06068562562167985,0.8559524950252945,0.02527150250904852,0.6757265562821712,0.7006060409642229,0.6811298560566179,12
"[200, 100, 50]",tanh,0.1,0.6641278598692394,0.1114768353427498,0.8722827919606853,0.03094036655766175,0.6536750822792999,0.6652777401701823,0.6641278598692394,12
