Subject,Fold,Model,Accuracy
sub-1,sub-1_sub-61,KNN,0.0026
sub-1,sub-1_sub-61,MLP_(Neural_Network),1.0000
sub-1,sub-1_sub-61,SVM,1.0000
sub-1,sub-1_sub-61,XGBoost,0.9347
sub-1,sub-1_sub-65,KNN,0.5561
sub-1,sub-1_sub-65,MLP_(Neural_Network),1.0000
sub-1,sub-1_sub-65,SVM,1.0000
sub-1,sub-1_sub-65,XGBoost,0.9138
sub-2,sub-2_sub-39,KNN,0.0688
sub-2,sub-2_sub-39,MLP_(Neural_Network),0.9847
sub-2,sub-2_sub-39,SVM,0.8050
sub-2,sub-2_sub-39,XGBoost,0.9962
sub-2,sub-2_sub-54,KNN,0.1969
sub-2,sub-2_sub-54,MLP_(Neural_Network),1.0000
sub-2,sub-2_sub-54,SVM,1.0000
sub-2,sub-2_sub-54,XGBoost,0.3805
sub-3,sub-3_sub-60,KNN,0.0985
sub-3,sub-3_sub-60,MLP_(Neural_Network),0.8571
sub-3,sub-3_sub-60,SVM,0.9606
sub-3,sub-3_sub-60,XGBoost,0.9754
sub-3,sub-3_sub-62,KNN,0.1773
sub-3,sub-3_sub-62,MLP_(Neural_Network),1.0000
sub-3,sub-3_sub-62,SVM,1.0000
sub-3,sub-3_sub-62,XGBoost,0.9606
sub-4,sub-4_sub-44,KNN,0.3400
sub-4,sub-4_sub-44,MLP_(Neural_Network),1.0000
sub-4,sub-4_sub-44,SVM,1.0000
sub-4,sub-4_sub-44,XGBoost,0.9404
sub-5,sub-5_sub-38,KNN,0.0022
sub-5,sub-5_sub-38,MLP_(Neural_Network),1.0000
sub-5,sub-5_sub-38,SVM,1.0000
sub-5,sub-5_sub-38,XGBoost,0.3806
sub-5,sub-5_sub-56,KNN,0.0043
sub-5,sub-5_sub-56,MLP_(Neural_Network),1.0000
sub-5,sub-5_sub-56,SVM,1.0000
sub-5,sub-5_sub-56,XGBoost,0.9978
sub-6,sub-6_sub-49,KNN,0.1087
sub-6,sub-6_sub-49,MLP_(Neural_Network),0.9905
sub-6,sub-6_sub-49,SVM,0.9858
sub-6,sub-6_sub-49,XGBoost,0.9929
sub-6,sub-6_sub-54,KNN,0.0662
sub-6,sub-6_sub-54,MLP_(Neural_Network),1.0000
sub-6,sub-6_sub-54,SVM,1.0000
sub-6,sub-6_sub-54,XGBoost,0.9291
sub-7,sub-7_sub-48,KNN,0.0020
sub-7,sub-7_sub-48,MLP_(Neural_Network),1.0000
sub-7,sub-7_sub-48,SVM,1.0000
sub-7,sub-7_sub-48,XGBoost,0.9311
sub-7,sub-7_sub-49,KNN,0.0039
sub-7,sub-7_sub-49,MLP_(Neural_Network),1.0000
sub-7,sub-7_sub-49,SVM,1.0000
sub-7,sub-7_sub-49,XGBoost,0.4291
sub-7,sub-7_sub-58,KNN,0.4035
sub-7,sub-7_sub-58,MLP_(Neural_Network),1.0000
sub-7,sub-7_sub-58,SVM,1.0000
sub-7,sub-7_sub-58,XGBoost,0.4606
sub-8,sub-8_sub-37,KNN,0.3273
sub-8,sub-8_sub-37,MLP_(Neural_Network),1.0000
sub-8,sub-8_sub-37,SVM,1.0000
sub-8,sub-8_sub-37,XGBoost,0.9955
sub-8,sub-8_sub-49,KNN,0.0000
sub-8,sub-8_sub-49,MLP_(Neural_Network),1.0000
sub-8,sub-8_sub-49,SVM,1.0000
sub-8,sub-8_sub-49,XGBoost,0.9797
sub-11,sub-11_sub-54,KNN,0.3204
sub-11,sub-11_sub-54,MLP_(Neural_Network),0.9830
sub-11,sub-11_sub-54,SVM,0.9854
sub-11,sub-11_sub-54,XGBoost,0.7864
sub-11,sub-11_sub-59,KNN,0.1650
sub-11,sub-11_sub-59,MLP_(Neural_Network),0.9927
sub-11,sub-11_sub-59,SVM,1.0000
sub-11,sub-11_sub-59,XGBoost,0.9976
sub-13,sub-13_sub-59,KNN,0.0097
sub-13,sub-13_sub-59,MLP_(Neural_Network),1.0000
sub-13,sub-13_sub-59,SVM,1.0000
sub-13,sub-13_sub-59,XGBoost,1.0000
sub-14,sub-14_sub-44,KNN,0.0131
sub-14,sub-14_sub-44,MLP_(Neural_Network),0.9682
sub-14,sub-14_sub-44,SVM,0.9981
sub-14,sub-14_sub-44,XGBoost,0.9234
sub-14,sub-14_sub-58,KNN,0.2822
sub-14,sub-14_sub-58,MLP_(Neural_Network),1.0000
sub-14,sub-14_sub-58,SVM,1.0000
sub-14,sub-14_sub-58,XGBoost,0.9028
sub-14,sub-14_sub-61,KNN,0.0430
sub-14,sub-14_sub-61,MLP_(Neural_Network),0.9981
sub-14,sub-14_sub-61,SVM,1.0000
sub-14,sub-14_sub-61,XGBoost,0.7850
sub-15,sub-15_sub-41,KNN,0.0051
sub-15,sub-15_sub-41,MLP_(Neural_Network),0.9679
sub-15,sub-15_sub-41,SVM,0.8682
sub-15,sub-15_sub-41,XGBoost,0.8395
sub-15,sub-15_sub-51,KNN,0.0135
sub-15,sub-15_sub-51,MLP_(Neural_Network),0.9747
sub-15,sub-15_sub-51,SVM,0.8463
sub-15,sub-15_sub-51,XGBoost,0.9780
sub-15,sub-15_sub-61,KNN,0.0946
sub-15,sub-15_sub-61,MLP_(Neural_Network),0.8902
sub-15,sub-15_sub-61,SVM,0.9899
sub-15,sub-15_sub-61,XGBoost,0.9899
sub-15,sub-15_sub-64,KNN,0.6723
sub-15,sub-15_sub-64,MLP_(Neural_Network),0.9375
sub-15,sub-15_sub-64,SVM,1.0000
sub-15,sub-15_sub-64,XGBoost,0.7128
sub-16,sub-16_sub-42,KNN,0.3328
sub-16,sub-16_sub-42,MLP_(Neural_Network),1.0000
sub-16,sub-16_sub-42,SVM,1.0000
sub-16,sub-16_sub-42,XGBoost,1.0000
sub-17,sub-17_sub-62,KNN,0.2949
sub-17,sub-17_sub-62,MLP_(Neural_Network),1.0000
sub-17,sub-17_sub-62,SVM,1.0000
sub-17,sub-17_sub-62,XGBoost,1.0000
sub-18,sub-18_sub-41,KNN,0.0377
sub-18,sub-18_sub-41,MLP_(Neural_Network),1.0000
sub-18,sub-18_sub-41,SVM,0.9964
sub-18,sub-18_sub-41,XGBoost,0.9964
sub-18,sub-18_sub-44,KNN,0.0269
sub-18,sub-18_sub-44,MLP_(Neural_Network),1.0000
sub-18,sub-18_sub-44,SVM,1.0000
sub-18,sub-18_sub-44,XGBoost,0.9964
sub-18,sub-18_sub-51,KNN,0.5404
sub-18,sub-18_sub-51,MLP_(Neural_Network),1.0000
sub-18,sub-18_sub-51,SVM,1.0000
sub-18,sub-18_sub-51,XGBoost,1.0000
sub-18,sub-18_sub-57,KNN,0.3609
sub-18,sub-18_sub-57,MLP_(Neural_Network),1.0000
sub-18,sub-18_sub-57,SVM,1.0000
sub-18,sub-18_sub-57,XGBoost,1.0000
sub-18,sub-18_sub-59,KNN,0.0341
sub-18,sub-18_sub-59,MLP_(Neural_Network),1.0000
sub-18,sub-18_sub-59,SVM,1.0000
sub-18,sub-18_sub-59,XGBoost,1.0000
sub-18,sub-18_sub-62,KNN,0.0413
sub-18,sub-18_sub-62,MLP_(Neural_Network),1.0000
sub-18,sub-18_sub-62,SVM,0.9982
sub-18,sub-18_sub-62,XGBoost,0.9946
sub-19,sub-19_sub-39,KNN,0.2883
sub-19,sub-19_sub-39,MLP_(Neural_Network),1.0000
sub-19,sub-19_sub-39,SVM,1.0000
sub-19,sub-19_sub-39,XGBoost,1.0000
sub-19,sub-19_sub-63,KNN,0.4300
sub-19,sub-19_sub-63,MLP_(Neural_Network),1.0000
sub-19,sub-19_sub-63,SVM,1.0000
sub-19,sub-19_sub-63,XGBoost,0.9883
sub-21,sub-21_sub-63,KNN,0.1036
sub-21,sub-21_sub-63,MLP_(Neural_Network),0.9984
sub-21,sub-21_sub-63,SVM,1.0000
sub-21,sub-21_sub-63,XGBoost,1.0000
sub-22,sub-22_sub-40,KNN,0.2279
sub-22,sub-22_sub-40,MLP_(Neural_Network),0.9979
sub-22,sub-22_sub-40,SVM,1.0000
sub-22,sub-22_sub-40,XGBoost,0.9959
sub-23,sub-23_sub-56,KNN,0.1194
sub-23,sub-23_sub-56,MLP_(Neural_Network),1.0000
sub-23,sub-23_sub-56,SVM,1.0000
sub-23,sub-23_sub-56,XGBoost,0.9198
sub-24,sub-24_sub-42,KNN,0.0139
sub-24,sub-24_sub-42,MLP_(Neural_Network),1.0000
sub-24,sub-24_sub-42,SVM,1.0000
sub-24,sub-24_sub-42,XGBoost,0.9960
sub-24,sub-24_sub-48,KNN,0.0119
sub-24,sub-24_sub-48,MLP_(Neural_Network),1.0000
sub-24,sub-24_sub-48,SVM,1.0000
sub-24,sub-24_sub-48,XGBoost,0.9307
sub-24,sub-24_sub-55,KNN,0.3347
sub-24,sub-24_sub-55,MLP_(Neural_Network),1.0000
sub-24,sub-24_sub-55,SVM,1.0000
sub-24,sub-24_sub-55,XGBoost,0.0653
sub-28,sub-28_sub-38,KNN,0.7763
sub-28,sub-28_sub-38,MLP_(Neural_Network),1.0000
sub-28,sub-28_sub-38,SVM,1.0000
