hyperparam_hidden_layer_sizes,hyperparam_activation,hyperparam_alpha,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,num_folds
"[200, 100, 50]",tanh,0.1,0.9811237928007024,0.0,0.9950753399485484,0.0,0.9811724601613752,0.9814823051699284,0.9811237928007024,1
"[150, 50]",tanh,0.1,0.9751243781094527,0.0,0.9898566703417861,0.0,0.9751884841470735,0.9757778604393806,0.9751243781094527,1
[100],tanh,0.1,0.9616622768510389,0.0,0.9776920249908122,0.0,0.9617182344705232,0.9623468664547139,0.9616622768510389,1
